Db,Dc,Ib,Ic,gFb,gFc,gNb,gNc
0.9181246276813588,0.8080176192065696,0.040205142410724884,0.03009223257698185,-0.08786980356038399,-0.04844179383993019,0.0951377642407163,0.1874428596665103
0.9487751742762669,0.8046150728554261,0.03401413918013407,0.027491367504866256,0.037159798003786104,0.08151902735917993,0.03457238975533228,0.16991143804552955
0.9526173283249095,0.8044485609826382,0.03311992386794073,0.027770886437515234,0.0849480315870319,0.03609654481687663,-0.00048205019695823914,0.21050751404134083
0.9055884811758422,0.8046373580185772,0.03629971374352187,0.01828304969717921,-0.006434783118420384,-0.04315757291637912,0.26806004184344934,0.5034832216385827
0.8558797456707152,0.8155703991062385,0.050743970510795114,0.02313139875465016,0.0769564374666678,0.13593767062010453,0.3249270353766427,0.3540236585683658
0.8068692163568004,0.8730872020278725,0.07243417698684793,0.021323662700003482,-0.4042244454310522,-0.19358531364151377,0.6646305254654212,0.43886633313175594
0.8864609118987203,0.9403028276328813,0.06574302882588706,0.025294393883409996,-0.5508381580632482,-0.49257560848699566,0.2998764085191805,0.2990962287372714
0.8383017324487863,0.893512326519443,0.060829973946321766,0.020536130831451296,-0.388800943157809,-0.3656967871402548,0.47090287474678094,0.4347975425477766
0.8306704821806754,0.8715898256455381,0.06982178626105746,0.027738818814431243,-0.5011222998937312,-0.5038645196699878,0.3634258057486468,0.37686386779167735
0.8155217277788398,0.8690660172366292,0.08248815351622642,0.038676304796769714,-0.5858427867278924,-0.6709097624703664,0.2557827461657993,0.3589957163444564
0.8111289382863567,0.8334792288386187,0.06361352156460476,0.023078040672535133,-0.3236626169875916,-0.23404564981739306,0.5521600235794968,0.49383889910002177
0.8044472114462058,0.84619577224886,0.08090572984278506,0.031506482834138524,-0.8468132758189943,-0.6588557758868676,0.6421042065554046,0.5110997351883229
0.8655952248329625,0.8453014280956194,0.061648146156053865,0.03136301581256041,-0.526111593919605,-0.5234393906035819,0.4643331670594617,0.49757603816123686
0.8599720788372274,0.8570192483082244,0.06522750959058113,0.03230542480053712,-0.5508057997599098,-0.6170787693931052,0.410403433254126,0.4643943512652262
0.8193615297595165,0.8814724724178903,0.05449990218645921,0.009465422520010269,-0.1690672974010321,-0.04756547382046872,0.6944473904850326,0.46552952705811057
0.8211291066056157,0.9015573278925738,0.06466841417354548,0.01205375058399943,-0.5016428179776817,-0.2933556829341806,0.6690671461793336,0.46127516755274245
0.8223080816954662,0.8979131340772145,0.06330404412896276,0.012089671385372503,-0.4894937986545522,-0.3721413497508328,0.6988734146288693,0.5508658836768392
0.8216061554325935,0.8952445978901645,0.06208946678265967,0.01232502845278765,-0.4415257639394141,-0.32173797933994974,0.6605400222802147,0.48353848279031286
0.8477507192162561,0.8662473243484892,0.06026139415818081,0.016676113321404305,-0.6224027401991976,-0.47866670565258307,0.647524101750828,0.551487698309725
0.8659627396641788,0.863030796080145,0.05425101388653693,0.01489206966490961,-0.4036108377435055,-0.32976581298745833,0.560956750736723,0.577132882800059
0.9177444102711944,0.951913407313719,0.044863661596309126,0.0160268059330532,-0.39483894362422767,-0.39635952362258875,0.3499456761287698,0.34032322185342645
0.9412733401609599,0.9676594093053892,0.04551712219383817,0.01900807041040059,-0.4479080040025345,-0.4183497834565608,0.2533740195286214,0.24192795156343738
0.9310478795923516,0.9415989600972144,0.039702289909432704,0.014114857227193106,0.064998987293444,0.06048822227220452,0.004205853056472808,0.031132171191100344
0.9443835034937991,0.9072465375196634,0.032448105755608886,0.012081018732646047,0.04646193453876535,0.09354565439505125,0.06994605348954996,0.07598468055442709
0.895557952900764,0.9497758481227058,0.04370351735798688,0.012603772622131418,0.3718906391097083,0.33775013049336167,-0.2758436193200149,-0.2356148099905253
0.8282801252266175,0.9281878775022716,0.0642824080886423,0.014802760536783682,0.07699078558125683,0.12485507641850813,-0.035103158263088075,-0.0552653543502406
0.8353962630895245,0.8432402751643346,0.06789443049090388,0.014837401966825947,-0.07177773645508956,0.0796088147046059,-0.04689948266422794,-0.09385682180361021
0.8617648203615211,0.8654480805971928,0.061436132634754614,0.01930075296454556,-0.1594210315058222,-0.25114821642956864,0.011921327503248147,0.07453986964327086
0.8388002729117828,0.850069811716101,0.07187960645594837,0.022128243184923863,-0.46062337574075163,-0.2899531921163838,0.14426371522508186,0.03995736548456019
0.8981712534397411,0.8392559164596638,0.06238284639728979,0.041430324775152724,-0.5232012857719981,-0.5358315711393935,-0.030516842624877416,-0.10476822938215569
0.9076319132862539,0.8753129742203306,0.060828338479655075,0.04094933141871504,-0.7973453023199477,-0.8583536873778175,0.1523661161055352,0.13299319300525436
0.847830294647058,0.8476874592039748,0.07648485826882263,0.04021040761948885,-0.858399385983821,-0.9443195399329114,0.1404113818825281,0.25127354685336334
0.810367106787163,0.8641246758791592,0.08174416966410808,0.03307767725701213,-0.8369597690463206,-0.5546714107091772,0.14946953389858608,0.05323147907442438
0.8377837310917522,0.8469770004158803,0.08655834298689041,0.046081772430200785,-1.19735381917295,-1.2379217542141268,0.02016301953011501,0.099577951650899
0.8121353031398566,0.8267174624283232,0.06969323903508003,0.025214625586807815,-0.7934752759800323,-0.8075982487028994,0.09877105081491244,0.1435062704136345
0.8057338600982747,0.8335088657569272,0.07823843830834983,0.03512345067263831,-1.0855003527600595,-1.1649163475017015,0.11482982111140938,0.2823968419829903
0.8174908695198778,0.8591522941571675,0.06864003557398748,0.02817930877442008,-0.687391582488067,-0.6269049479331839,-0.07879905179756341,-0.008389623951653657
0.8682424170100427,0.8413300296981334,0.041142752489497884,0.020104271042248222,-0.40550472064800447,-0.5265509443468106,0.0875787970658064,0.17786855347496244
0.8040077865466252,0.8462417340328939,0.04638298740640466,0.017907668356593562,-0.2520104294651677,-0.3129400483991309,-0.09690725291763247,-0.007516399571743104
0.8010574091531268,0.8414569790200432,0.04635387751666988,0.019345591812907657,-0.7839287890752888,-0.537438981243954,0.2749692926238132,0.15298468505608875
0.8020972738236896,0.8654788982134851,0.03972857947278658,0.019055275128377427,0.017946758629196147,-0.1001227524022883,-0.2614130712404079,-0.14151051966590455
0.8076905771181392,0.8218174421362613,0.053591107776688886,0.039674971081823725,-0.4481962900323333,-0.49398190609545,-0.3306890854016822,-0.25393100473065555
0.8087558468293653,0.8233441335468618,0.05545412363370439,0.044871951523020884,-0.3809967341637617,-0.5630924441320491,-0.4134875361840653,-0.27620939457638105
0.8100611471740253,0.8645956326735809,0.0619496906251264,0.03946002690404634,-0.7616697285846279,-0.5280982120397002,-0.28319674226436975,-0.29364887314783306
0.8176342894966802,0.8786632577358737,0.06425892476163675,0.039259468827743185,-0.46549162450063,-0.5328825655657392,-0.5002736705285689,-0.2472826587236645
0.8012395618934426,0.8360910862480143,0.0708980662859961,0.04357032053335834,-0.4076097438168276,-0.15067900050076743,-0.6399042128713528,-0.6429989892917913
0.8021895089212611,0.8373920188910337,0.06489990696510539,0.04349985462172277,-0.13547001863912955,-0.3197593045079874,-0.7048117997998762,-0.5158238475075709
0.8269584143496335,0.8304950198831011,0.04982626053411801,0.04329169991217914,-0.28500798199753774,-0.5067167741733736,-0.43487247710541443,-0.2751389822429573
0.8177535352767374,0.8558793230706473,0.04788851581109557,0.03369518931709439,-0.7393541435794206,-0.5617391867467578,-0.07585841230268153,-0.13532147517075477
0.9111286428874947,0.8688670187366727,0.04298128862079691,0.05092236182396219,-0.41168904964348796,-0.4242001812022398,-0.2715454222256215,-0.3897507509963525
0.919491385796473,0.8673490297289911,0.040473067910589786,0.05111003728926375,-0.36929776633179934,-0.43589901528208297,-0.25407567599835335,-0.3705941696770907
0.8114622891380184,0.8374774449456254,0.04629490122287896,0.035338708727147575,-0.1116369773108139,-0.05753662526590775,-0.2472651252572955,-0.28145827263022083
0.8095178604212264,0.8435919202403155,0.04778759118340503,0.023750157139024793,-0.05656536021650327,-0.18778028943786196,-0.24694114494420139,-0.09584642919160569
0.87263606788349,0.8795389454959063,0.024388381886841476,0.021398314988353484,-0.9892072797316858,-0.799249283500238,0.6068499288994267,0.45403043038324986
0.8722025668169044,0.8776218233092445,0.027002051217317947,0.02453988681113075,-0.8377705475869885,-0.9806475967134489,0.44943722720055,0.5724310476031622
0.8641815536455555,0.8998109094148683,0.02671974046077382,0.018067580347153233,-0.8425182129627127,-0.5574849596714759,0.4945841910236477,0.3186619707435261
0.9206530239318496,0.9240009083505487,0.024545254364552255,0.015863573219651712,-0.6779503360063166,-0.5525116800230749,0.3666064178537898,0.27588399535141317
