δI,δθ,g₁,g₂,version,skill
0.01409961721618418,0.06645775985870489,-0.019013624983292343,-0.05262654728255883,mle,Behavioral
0.016296159787837616,0.0729261058503386,-0.012853732982968435,-0.05050899796699171,mle,Behavioral
0.016296159787837616,0.0729261058503386,-0.012853732982968435,-0.05050899796699171,mle,Behavioral
0.009847497748097742,0.1104140162041527,0.053141141227991184,-0.13140857264179262,mle,Behavioral
0.011823137412342321,0.02109353507239316,0.02225541862983771,-0.08493611703624232,mle,Behavioral
0.01231297179917501,0.050792892298818594,0.02170097078439659,-0.09204841804875863,mle,Behavioral
0.012761659378859952,0.04823871829425966,0.016859406477178207,-0.08540218402798444,mle,Behavioral
0.010041116635962037,0.04244482404932165,-0.008210994989256204,-0.10269830404896674,mle,Behavioral
0.012165480928850872,0.0352769105022658,-0.006022840086587711,-0.10687241366286077,mle,Behavioral
0.005794313328291734,0.07075154466107966,0.02158625328417907,-0.10868693981172989,mle,Behavioral
0.003088767135294333,0.31828824014856777,-0.04364616667345561,-0.021449519042370746,mle,Behavioral
0.006895223052010682,0.15447134987141917,0.005100929907268292,-0.11924828782807073,mle,Behavioral
0.01224228644427901,0.1844232465402668,-0.03169770416549261,-0.03200725521070308,mle,Behavioral
0.009924830681673092,0.1427950956893846,-0.047074664187558124,-0.031967417757926664,mle,Behavioral
0.009924830681673092,0.1427950956893846,-0.047074664187558124,-0.031967417757926664,mle,Behavioral
0.009697911650696186,0.2520654673595589,-0.03716166496884854,0.012354157529647414,mle,Behavioral
0.005582253902710393,0.1745580397204496,-0.03755267615276664,0.011437268381707777,mle,Behavioral
0.010226448454205566,0.11573256672723375,-0.02528991477137993,-0.10628716167286578,mle,Behavioral
0.01003361118637537,0.10661063368919531,-0.03084936484411427,-0.10798618394915166,mle,Behavioral
0.002101294165109604,0.628434529829368,0.017566241925224046,-0.03282090185575043,mle,Behavioral
0.0024608063508824636,0.575569228618849,0.02077259296125422,-0.03681795627379608,mle,Behavioral
0.003496236452683822,0.6028012378713089,0.014090384971781389,-0.032426849280524694,mle,Behavioral
0.005840043629149079,0.5066637086806388,-0.016378373937490698,-0.03847441357584369,mle,Behavioral
0.0070222490581663575,0.41436274938255924,-0.017505184550565267,-0.03675425630037826,mle,Behavioral
0.005075741407727462,0.42450953286920334,-0.01833889346268408,-0.015464536960004549,mle,Behavioral
0.008552113369132554,0.34569449134273605,-0.028278540429803378,-0.08576307721675808,mle,Behavioral
0.005266282983737714,0.15726987200417553,-0.016840237299238725,-0.05529796548440463,mle,Behavioral
0.004660460130052448,0.11174658643495484,-0.005519267862701294,-0.07043504681218393,mle,Behavioral
0.0007634253488219597,0.5521900598454156,-0.010345977460863576,-0.03135663854441978,mle,Behavioral
0.007429843492402405,0.0274712588358781,0.033134875565409505,-0.11524854985291916,mle,Behavioral
0.010390073757824142,0.022914426459278506,0.022611398058283827,-0.1190322606885677,mle,Behavioral
0.004892573398746553,0.008048846296451943,0.04663841566110083,-0.10948030134622527,mle,Behavioral
0.0042016291731563505,0.09722139783759784,-0.024263029087320642,-0.06422932009180382,mle,Behavioral
0.007436371584771654,0.07206572553505973,-0.04078011091587869,-0.0481530663375333,mle,Behavioral
0.006490929546912037,0.03669106643861619,0.023644040086733153,-0.13272030640727428,mle,Behavioral
0.008394096427554464,0.1089771487443103,0.008037473316957588,-0.11574981076703778,mle,Behavioral
0.009849292882371673,0.04112655283193975,0.025929030364005623,-0.09428970705014872,mle,Behavioral
0.0050540041735874265,0.30548790015481186,-0.02398739930969007,-0.03707574761593879,mle,Behavioral
0.003868324230181873,0.15970903984781237,0.01064042487311978,-0.08087378745051904,mle,Behavioral
0.0032855558187572065,0.10206813835826997,-0.02701678585784606,-0.036940907742599394,mle,Behavioral
0.0014490798386146673,0.27719203265327785,-0.022634630738113892,-0.07109129987335411,mle,Behavioral
0.005288206766974291,0.3482357072008664,-0.004760334761867935,-0.07583310478366234,mle,Behavioral
0.005942982705811675,0.30767171928692094,-0.009039609877876276,-0.08213772443598855,mle,Behavioral
0.0022163705963380484,0.5396274066064154,0.015451766378030807,-0.0453436408773189,mle,Behavioral
0.003124897208846868,0.3950587966290844,-0.018090200100389475,-0.05159581040144079,mle,Behavioral
0.0025298295173863915,0.307361170721917,-0.02043965992906277,-0.047727503599986565,mle,Behavioral
0.0014322441722954221,0.30442382890827013,-0.014339264643705107,-0.042342057798619326,mle,Behavioral
0.0021214623072126036,0.16171999249878344,-0.032873750364102616,-0.06323106339140233,mle,Behavioral
0.009179212992103161,0.1554369890515772,-0.001455872262309088,-0.11184713195349111,mle,Behavioral
0.012250959658475316,0.04874428245676,-0.01952197406743772,-0.07352710744058016,mle,Behavioral
0.008745990463170834,0.07857020417166231,-0.02926261446831724,-0.09635110584348755,mle,Behavioral
0.00624133245337219,0.41470361093704344,-0.022297982837390706,-0.07325899675071901,mle,Behavioral
0.004594482364915345,0.06857011808468343,-0.03314251648401728,-0.07143500280510595,mle,Behavioral
0.0052264324552474956,0.32897774844859246,0.03370302145600301,-0.05647335720006691,mle,Behavioral
0.004408649545353088,0.16731802996767478,-0.0030345583376306107,-0.07630277693531118,mle,Behavioral
0.0007261553185904479,0.09719569663757005,-0.004008105640533111,-0.049575805189178146,mle,Behavioral
0.0025870370663412003,0.0807418464652863,0.0449773888061199,-0.08367696201179137,mle,Behavioral
0.00840500037423131,0.1776019015385688,0.03665724549056648,-0.09068557726187665,mle,Behavioral
0.00840500037423131,0.1776019015385688,0.03665724549056648,-0.09068557726187665,mle,Behavioral
0.0036029695155425957,0.1722129388003923,0.03071626922849391,-0.08555262352665127,mle,Behavioral
0.0010662960490967104,0.0960287506178457,0.04370729018419062,-0.06806178136038604,mle,Behavioral
0.0034388573201967715,0.5196010873086973,0.023535021987963756,-0.045016093075413544,mle,Behavioral
0.0032820118777894315,0.47248167368823607,0.01873306035781286,-0.04688246946526842,mle,Behavioral
0.003463642015301204,0.3659638377480704,0.005014562026181557,-0.07278331739220772,mle,Behavioral
0.004051203919068327,0.33441642361057466,0.014797286696451306,-0.07769820234818875,mle,Behavioral
0.0004687108823964615,0.23096408632385687,0.03486254183421422,-0.04646115677753593,mle,Behavioral
0.0007340618153094503,0.17060179090127595,0.042394048121071504,-0.04322809474101963,mle,Behavioral
0.006185291295616111,0.1873422701353927,0.030837317025835254,-0.07326543650839312,mle,Behavioral
0.008885776153922506,0.05352217649558811,0.02489875278392817,-0.1393652480877825,mle,Behavioral
0.004613510317505612,0.05445773735851474,0.026822463262664242,-0.13203618023914376,mle,Behavioral
0.001608514452687041,0.3506561417235,0.004898674400752312,-0.07042629647378257,mle,Behavioral
0.0027537858668012162,0.0971662369604482,0.027177276488228874,-0.08264439180722127,mle,Behavioral
0.009733811300411793,0.2862483166358314,0.017256166718340182,-0.06140824591243893,mle,Behavioral
0.009733811300411793,0.2862483166358314,0.017256166718340182,-0.06140824591243893,mle,Behavioral
0.009410354774185588,0.28017183937715534,0.02110179627762765,-0.07266820057817602,mle,Behavioral
0.012247239007750625,0.2872522281650941,0.03407865357484341,-0.07740667978144394,mle,Behavioral
0.013522596976523946,0.12452075185473327,0.01594757595380647,-0.07655193707951974,mle,Behavioral
0.006597930979087867,0.4241502189191189,0.012669423241648325,-0.04296790165727249,mle,Behavioral
0.01310481233021391,0.09040590959571343,-0.01136534852610166,-0.11257919883148332,mle,Behavioral
0.01310481233021391,0.09040590959571343,-0.01136534852610166,-0.11257919883148332,mle,Behavioral
0.005982157667973882,0.3191816109996157,0.01332704444735755,-0.061318366911515265,mle,Behavioral
0.004652726184766029,0.5442637734004245,0.031048970176507096,-0.03314945470538022,mle,Behavioral
0.0030268310702077795,0.37784254654370597,0.03284208791556953,-0.030849059075259144,mle,Behavioral
0.0049033844537531715,0.4212356056280051,0.034942584803812515,-0.03891557568797471,mle,Behavioral
0.00619580451950745,0.4035817226991261,0.03390249476668794,-0.05299533291057168,mle,Behavioral
0.005585901844660829,0.3311116444690869,0.04204427989473558,-0.06370937475311578,mle,Behavioral
0.008352330376340047,0.26109061547864665,0.03832714271726978,-0.05400394045325074,mle,Behavioral
0.012371926328250371,0.02696268460628298,-0.014400394165090091,-0.04653610453114998,mle,Behavioral
0.015470871822372471,0.022902718688710414,-0.023882127876203307,-0.057667078289299456,mle,Behavioral
0.01436495882396248,0.040697729411563945,-0.011527613956741678,-0.08003753866817054,mle,Behavioral
0.01436495882396248,0.040697729411563945,-0.011527613956741678,-0.08003753866817054,mle,Behavioral
0.010086459071263973,0.05526766588983148,-0.005728837446804413,-0.06343398534035716,mle,Behavioral
0.012981852563184603,0.009727854392021394,-0.03011191834372584,-0.03304976178327629,mle,Behavioral
0.011601357529852153,0.017572126968717988,-0.0300780347075435,-0.044072112969417376,mle,Behavioral
0.012034159845351876,0.010952438079467233,-0.05730612138047342,-0.06399467249943913,mle,Behavioral
0.011677371670090737,0.01812709703592046,-0.05924331570106656,-0.08155136859804468,mle,Behavioral
0.002275892801784551,0.4760894138968844,-0.012906591365045739,-0.075598090578263,mle,Behavioral
0.0007580583623367825,0.13405397983576905,-0.007179259217941714,-0.04888489128502743,mle,Behavioral
0.00025398057219914945,0.19369842090444392,-0.0148290484480893,-0.07483079004589438,mle,Behavioral
0.0003180367073869504,0.459641551842177,-0.007548930590201952,-0.06303160026021132,mle,Behavioral
0.012139221753147886,0.15946857763618866,-0.01208662539530575,-0.06609895256936055,mle,Behavioral
0.0005861183928929662,0.16579422025734483,0.0425736518820935,-0.08044387739968473,mle,Behavioral
0.003111930750926743,0.03950660276451522,-0.09360064486355807,-0.0505787862334211,mle,Behavioral
0.003553723367487656,0.04988755375210497,-0.06911610168652865,-0.08440375436850905,mle,Behavioral
0.006313892231279349,0.07985937250107572,-0.07532644202951011,-0.07577868760875356,mle,Behavioral
0.0014052982045890572,0.2741355735824667,-0.03506440923587978,-0.06084204875052818,mle,Behavioral
0.0011473870745262063,0.2529477855374891,0.019454309675471793,-0.03863953258122521,mle,Behavioral
0.0013982907521342407,0.21732044937753786,0.038517632494264764,-0.036626875397309355,mle,Behavioral
0.0018547946588635092,0.24879859985343059,0.031576388883611695,-0.026725034629218547,mle,Behavioral
2.0319948160153313e-5,0.3170536896710066,0.014013707277489962,-0.06245399625061432,mle,Behavioral
0.0001842581467894762,0.4531616152023146,0.005374973032774566,-0.030681256756462327,mle,Behavioral
0.00030571880874825366,0.7833112429544901,0.009251531641015776,-0.023637758216871807,mle,Behavioral
0.0003548293819969454,0.8079257775969532,-0.0018988445757704975,-0.010784646330587455,mle,Behavioral
0.00032166433041442205,0.8184914727515006,-0.008026507611446132,-0.005347311223287465,mle,Behavioral
0.0003043273246798869,0.5288154721103917,0.013530705347762906,-0.04650422918955893,mle,Behavioral
0.00015611376011868277,0.5186690901920359,-0.00890146724873303,-0.05334559535975425,mle,Behavioral
0.0026047301790545255,0.011206292751620247,0.00796790833052552,-0.04007413519590891,mle,Behavioral
0.0032796392851034382,0.21457176983606258,-0.03433931475147456,-0.057545073542868475,mle,Behavioral
0.003324639260639738,0.14039292136779133,-0.02309586301088684,-0.05919973632794756,mle,Behavioral
0.012687255630358503,0.10170105369266459,-0.07115756422316422,-0.06873160991439659,mle,Behavioral
0.006695463360838691,0.09283127959542557,-0.009267734412801099,-0.08232729872374961,mle,Behavioral
0.002730189056468664,0.4011316411990439,0.01010076990306652,-0.03902569637880454,mle,Behavioral
0.0030332580714825673,0.4383300281964483,0.00590559721223749,-0.025994688035447466,mle,Behavioral
0.006577136187718718,0.03010978458540964,-0.008766341480332285,-0.11050049058098943,mle,Behavioral
0.005126872102240855,0.014600571495319637,-0.019992640736267775,-0.07271513774507254,mle,Behavioral
0.0026594781140267254,0.018342566738886918,-0.019492416292785752,-0.10773492242485533,mle,Behavioral
0.0062720856274282935,0.36365733776510023,0.006979888222057529,-0.06919899061802481,mle,Behavioral
0.007338630512443323,0.3606470397789447,-0.0041980299220876205,-0.06851970491695075,mle,Behavioral
0.007338630512443323,0.3606470397789447,-0.0041980299220876205,-0.06851970491695075,mle,Behavioral
0.005785921673078895,0.15707370281761104,-0.00852700567339848,-0.050621521848962625,mle,Behavioral
0.0012356834701428793,0.2290749089963446,0.020150693037241707,-0.051248912947613634,mle,Behavioral
0.002643953587190711,0.19480785496770225,0.007684980454826795,-0.05656714886615821,mle,Behavioral
0.0021884153584198276,0.26700139336691536,0.0023770483091505312,-0.06119482509741647,mle,Behavioral
0.003722140382755889,0.30188447336309926,-0.0032495162347022655,-0.05350458311349121,mle,Behavioral
0.0011238896276662717,0.34003820251345435,-0.009768083828312124,-0.0826525145185143,mle,Behavioral
0.0037727180548570074,0.11333730695801432,-0.024498104543893895,-0.058490137375316054,mle,Behavioral
