source,arm,app_status,est_sample,year,Q,EMP,AFDC,EARN,LOGFULL
SIPP,0,0,true,1993,1,0.5679466361896173,0.275448024137929,401.4777234410416,6.3452622241471905
SIPP,0,0,true,1993,2,0.5505052106982988,0.2952120970348743,395.0806565733674,6.30340150326725
SIPP,0,0,true,1994,0,0.576488393540104,0.2852474753227624,438.21675210188414,6.40958273582051
SIPP,0,0,true,1994,1,0.5944035934386714,0.2614143946085766,475.19139890655845,6.436034218267111
SIPP,0,0,true,1994,2,0.6103011062413888,0.27033103136063724,486.2743641247379,6.444825995424236
SIPP,0,0,true,1995,0,0.6196167467176913,0.27341281919553406,605.1288419930947,6.648585714563159
SIPP,0,0,true,1995,1,0.637103679527607,0.23842507109221328,648.5904430505813,6.671148673772135
SIPP,0,0,true,1995,2,0.6389318820106474,0.2388327943551874,669.2917538231451,6.617091420107634
FTP,0,0.0,true,1994,2,0.40192590923938115,0.7026774921089401,63.574416757625826,6.376877376674612
FTP,0,0.0,true,1994,3,0.3768966932580557,0.6988754753986651,76.67707714422444,6.390253635948256
FTP,0,0.0,true,1995,0,0.3917138722927692,0.6666227823680606,95.65767372570278,6.400886589529959
FTP,0,0.0,true,1995,1,0.3991616529179961,0.6205723036968497,118.0644560030378,6.410778923009831
FTP,0,0.0,true,1995,2,0.3998784171484388,0.5808385481336737,128.47651423152055,6.3977665747031045
FTP,0,0.0,true,1995,3,0.4271433508479873,0.5474132277916123,141.658176181467,6.41637929329741
FTP,0,0.0,true,1996,0,0.4646348346218304,0.516348432059319,156.7674576228638,6.408920236109021
FTP,0,0.0,true,1996,1,0.4988508175157892,0.48018211150521417,180.38543249405208,6.423396889818909
FTP,0,0.0,true,1996,2,0.5037084610239337,0.44002326409112785,197.56100245940485,6.4314511938158265
FTP,0,0.0,true,1996,3,0.5174292957201965,0.4083258237647307,223.65598874404276,6.429891658328955
FTP,0,0.0,true,1997,0,0.5312390317015545,0.376710529400249,240.804034914782,6.428997959585056
FTP,0,0.0,true,1997,1,0.5413059099871251,0.3581372306396796,244.66698782593244,6.406053601803118
FTP,0,0.0,true,1997,2,0.5357051454750615,0.3300245088685626,264.4901593936496,6.4054438652333605
FTP,0,0.0,true,1997,3,0.5511480105823361,0.28725746350029274,286.57296701109055,6.42564622442015
FTP,0,0.0,true,1998,0,0.5589711753089879,0.27008296313842084,307.2707069258707,6.461872686855321
FTP,0,0.0,true,1998,1,0.5676171075416689,0.2365028387042965,329.7541050563195,6.470496418240113
FTP,0,0.0,true,1998,2,0.5795273880051832,0.2257457848125676,365.85296753718296,6.512624092575142
FTP,0,0.0,true,1998,3,0.5839642346945244,0.21276182757546747,390.23679239592616,6.509209926735319
FTP,0,0.0,true,1999,0,0.5945018965344432,0.20616809533121794,421.77413603951857,6.583437413964449
FTP,0,1.0,true,1994,2,0.5208112979092768,0.49965130029817595,93.71150953433146,6.152757093646763
FTP,0,1.0,true,1994,3,0.5116595162024483,0.4956212820352109,118.02772840431338,6.261673647696425
FTP,0,1.0,true,1995,0,0.510223647836552,0.5222301803618719,137.94622482845085,6.2744193380078475
FTP,0,1.0,true,1995,1,0.508524320470065,0.461175017694286,163.23782935719717,6.2339801002135715
FTP,0,1.0,true,1995,2,0.49945822473311163,0.396010755973069,169.16437728628227,6.228040135579643
FTP,0,1.0,true,1995,3,0.48655558823838535,0.39499754314762536,170.83302966219958,6.209958059967217
FTP,0,1.0,true,1996,0,0.47063291662676116,0.3699848308115438,171.91724319331684,6.1774796992995515
FTP,0,1.0,true,1996,1,0.48610081288704027,0.33737360623309753,185.12140909006337,6.1694841119578285
FTP,0,1.0,true,1996,2,0.4759755707775516,0.31218764932129417,191.72939434954318,6.156909626691503
FTP,0,1.0,true,1996,3,0.47664169788151317,0.2784812099895881,206.56972204619467,6.159440851340015
FTP,0,1.0,true,1997,0,0.48655943141595404,0.2680969759754278,217.7281224855344,6.130740967612157
FTP,0,1.0,true,1997,1,0.48529604595872,0.260570115278339,214.88727690279055,6.118563469122741
FTP,0,1.0,true,1997,2,0.4989178999951088,0.23405540385631618,238.94507048464968,6.181954543291824
FTP,0,1.0,true,1997,3,0.5089356451767182,0.22505464175470194,256.8995937095097,6.190336780654721
FTP,0,1.0,true,1998,0,0.517911257488477,0.19788939218966659,272.77939072634126,6.198524385817876
FTP,0,1.0,true,1998,1,0.5117515461746543,0.18659992580605472,288.1814215305363,6.18683800966633
FTP,0,1.0,true,1998,2,0.5317132606157858,0.17661868335983671,325.6747179829615,6.239034370709057
FTP,0,1.0,true,1998,3,0.5467807146205375,0.17253457519739082,359.15060022663704,6.305000612502036
FTP,0,1.0,true,1999,0,0.5408533497616783,0.16152765193986754,375.4825602635003,6.2976962305831785
FTP,0,1.0,true,1999,1,0.5692356050733068,0.129857537746635,425.43569104598316,6.346405300339854
FTP,0,0.0,true,1999,1,0.5888875012413066,0.22739450850363674,438.23605784290663,6.592347760454632
CTJF,1,0.0,true,1996,2,0.5039845413915276,0.8441779295029578,129.45638430173796,6.9569233960384755
CTJF,1,0.0,true,1996,3,0.5155214184362356,0.8345080947147521,150.42398468546352,6.971581902643729
CTJF,1,0.0,true,1997,0,0.5281813575704575,0.8048636842035557,169.8251026617547,6.976512785424215
CTJF,1,0.0,true,1997,1,0.5519017174452897,0.7803759272632874,190.3117840885072,6.991617721380781
CTJF,1,0.0,true,1997,2,0.5743456009668537,0.7567445871366335,222.16187165601355,7.000659255552331
CTJF,1,0.0,true,1997,3,0.5855604660907183,0.7225645855073147,261.08026128369846,7.021807366377144
CTJF,1,0.0,true,1998,0,0.5858723733023691,0.6920556357665707,308.0046227132268,7.039836881009524
CTJF,1,0.0,true,1998,1,0.6031483854106736,0.6590178854284048,377.0888675194446,7.0744011094758505
CTJF,1,0.0,true,1998,2,0.6377766481339698,0.6251016332309055,447.41384879529426,7.017161343901382
CTJF,1,0.0,true,1998,3,0.6403579188396389,0.4808709602345641,510.81771542742837,7.032196195587923
CTJF,1,0.0,true,1999,0,0.638105727028178,0.46453814651227987,573.404122451287,7.012599632147197
CTJF,1,0.0,true,1999,1,0.6575999869840213,0.4018493993392376,638.9052475572367,7.026546049150836
CTJF,1,0.0,true,1999,2,0.6703413162142118,0.35957217699528526,710.2307384051229,7.056624496179659
CTJF,1,0.0,true,1999,3,0.6780181722721896,0.32286307372002665,763.705438376033,7.072047424012807
CTJF,1,0.0,true,2000,0,0.686958369646723,0.3082038605947203,820.000268296898,7.083549213524282
CTJF,1,0.0,true,2000,1,0.6903169946297426,0.29468209644148335,870.4053166568457,7.072095684935703
CTJF,1,0.0,true,2000,2,0.7023670417623926,0.2851123045882609,938.5544928332093,7.065244693147848
CTJF,1,0.0,true,2000,3,0.7142459771235765,0.26431773382768137,1019.6097285517758,7.072035378210003
CTJF,1,0.0,true,2001,0,0.7263599770764204,0.2087225944799003,1028.4566695999715,7.042850268598669
SIPP,0,0,true,1992,2,0.5190279061823884,0.3037457954157296,292.2462707437337,6.071411092614118
SIPP,0,0,true,1992,3,0.5455831655121715,0.2834393221685138,287.98908250925126,6.086909562173846
SIPP,0,0,true,1993,0,0.5279710158348587,0.2908124364330251,329.36297393739574,6.182829998801171
SIPP,0,0,true,1993,3,0.5805512314298027,0.29323806856623463,393.6733036429196,6.312444840069968
SIPP,0,0,true,1992,1,0.562364803734117,0.2916734650050995,360.0233958712333,6.193555706889073
SIPP,0,0,true,1994,3,0.6205387280352607,0.2630819760984984,520.2325212586654,6.492077874027847
FTP,1,0.0,true,1994,2,0.4280880814193125,0.7662439935126113,70.37112588983452,6.3767036631584455
FTP,1,0.0,true,1994,3,0.4348127240579317,0.7606930571874929,91.951459162845,6.4058361315868355
FTP,1,0.0,true,1995,0,0.4667773565442229,0.7372455447638998,118.79222866955988,6.437764718893341
FTP,1,0.0,true,1995,1,0.48995099084644567,0.6812528701081898,150.59064504038665,6.4684230208542415
FTP,1,0.0,true,1995,2,0.5094218834920502,0.64130353284142,169.93677417314493,6.456738239160389
FTP,1,0.0,true,1995,3,0.5263329072225549,0.6026558836642096,182.7420481903962,6.441980846755838
FTP,1,0.0,true,1996,0,0.5751867026547772,0.5487104372870796,204.36559520734036,6.472853916902098
FTP,1,0.0,true,1996,1,0.5975728478619523,0.5116540087259912,228.72218235319636,6.455162397776489
FTP,1,0.0,true,1996,2,0.6275524840208037,0.45677040541871405,255.38185706637512,6.51638545346109
FTP,1,0.0,true,1996,3,0.6297286773082826,0.41081693831646987,281.9028962789607,6.525830812765492
FTP,1,0.0,true,1997,0,0.6195183497310149,0.36592404225095665,295.7488142554918,6.529575899946031
FTP,1,0.0,true,1997,1,0.6245881334871787,0.33162023312206096,295.40612227285766,6.5178447392966365
FTP,1,0.0,true,1997,2,0.6281558331222171,0.31183105592283217,323.2225677226108,6.532649901702321
FTP,1,0.0,true,1997,3,0.6280366869604057,0.2547827957320851,339.35812928370905,6.53786979075379
FTP,1,0.0,true,1998,0,0.6011691399594372,0.18894425267718443,345.4285503069016,6.5153037597909265
FTP,1,0.0,true,1998,1,0.6040280900501204,0.18098146216845468,366.7699354128045,6.522487860679957
FTP,1,0.0,true,1998,2,0.6073146198883291,0.1775289603569434,397.13134313565297,6.555194988382743
FTP,1,0.0,true,1998,3,0.5959579767940031,0.16611166254879373,407.95978617163706,6.542777256571234
FTP,1,0.0,true,1999,0,0.6025689024682764,0.17486221663163884,430.01504883313595,6.543560073799056
MFIP,0,3.0,true,1994,2,0.3974610499958312,0.8275096447165693,132.21948337540869,6.936697534387081
MFIP,0,3.0,true,1994,3,0.36405162605643704,0.8225287141015588,150.35594643880134,6.934017548592109
MFIP,0,3.0,true,1995,0,0.3451638358786125,0.7952305163792145,164.5077700035137,6.9271469173048015
MFIP,0,3.0,true,1995,1,0.35002564016923726,0.7489915552429313,183.64683521049662,6.916740784764509
MFIP,0,3.0,true,1995,2,0.38388910179708,0.7209843602746882,208.34850579441974,6.891130378131872
MFIP,0,3.0,true,1995,3,0.41552045607377425,0.6804102992670215,241.50365064300442,6.909798600846868
MFIP,0,3.0,true,1996,0,0.4423609274098778,0.6534498639865246,275.70502833894875,6.901550144301449
MFIP,0,3.0,true,1996,1,0.4704383355097862,0.610240358447444,287.59824835247434,6.876442712658532
MFIP,0,3.0,true,1996,2,0.483091900929188,0.5736166266677953,303.4198215931501,6.880508091803633
MFIP,0,3.0,true,1996,3,0.4855095089839685,0.5638487989420706,329.0565128229466,6.88554621731474
MFIP,0,3.0,true,1997,0,0.5099700324238019,0.5449320853739469,367.62418885255016,6.895204990467815
MFIP,0,3.0,true,1997,1,0.5272202194244874,0.5115463820471888,415.56817731854755,6.93399124671474
MFIP,0,3.0,true,1997,2,0.5396757135232296,0.4834672965777338,452.4496229173874,6.951359602527384
MFIP,0,3.0,true,1997,3,0.5654935366786689,0.4740860050991688,512.3056222318527,6.964816769343008
MFIP,0,3.0,true,1998,0,0.5991936124090216,0.4554983268877642,587.8010098925694,7.027055907245232
MFIP,0,3.0,true,1998,1,0.5961428823934645,0.44019506363820615,634.4032378224372,6.957724019832112
MFIP,0,3.0,true,1998,2,0.6177120588876082,0.42259269198314303,712.7476630086073,7.002061776567871
MFIP,0,3.0,true,1998,3,0.63605757264581,0.42434141851003676,717.9964741713195,6.975241418243596
MFIP,0,2.0,true,1994,2,0.5253738227091337,0.7150449935630316,198.29776495865,6.810268379257857
MFIP,0,2.0,true,1994,3,0.5481107020347246,0.7058394548344166,239.93510676445518,6.8419446803601085
MFIP,0,2.0,true,1995,0,0.5715727538690915,0.6672517621014483,281.67352351589426,6.873241811107054
MFIP,0,2.0,true,1995,1,0.5675243824398878,0.6085074401194086,307.7771104276688,6.879146385406457
MFIP,0,2.0,true,1995,2,0.586156732309175,0.6184639053362886,332.47295371501565,6.868265060403265
MFIP,0,2.0,true,1995,3,0.5537038576945041,0.5766904844384589,350.9877769383667,6.881305394377088
MFIP,0,2.0,true,1996,0,0.542680107661566,0.5477113305759934,361.6435653376347,6.899237833086598
MFIP,0,2.0,true,1996,1,0.5728715006422082,0.5285405754752396,367.8917457686916,6.921342320182437
MFIP,0,2.0,true,1996,2,0.5662866802784182,0.5389415080294027,368.905404400421,6.850788188215944
MFIP,0,2.0,true,1996,3,0.597319761484543,0.45023184264305155,408.3977263011709,6.867053653625945
MFIP,0,2.0,true,1997,0,0.5896111687223451,0.4581705169672843,445.6366648030162,6.9320831859536085
MFIP,0,2.0,true,1997,1,0.5772290856517236,0.47320689457362713,484.7076368160597,6.905463708198883
MFIP,0,2.0,true,1997,2,0.6463811652412196,0.4491097150695909,560.3293272656691,7.031864590725171
MFIP,0,2.0,true,1997,3,0.6370334220518,0.4363068094278457,601.4464064062314,7.074496199348036
MFIP,0,2.0,true,1998,0,0.63846168138216,0.4355861790404245,658.7036219216567,7.118365470061569
MFIP,0,2.0,true,1998,1,0.6372954819406427,0.4203191036155822,726.4147176802359,7.124546495734168
MFIP,0,2.0,true,1998,2,0.6581155854679265,0.43111957874401385,764.878814634566,7.168500329644174
MFIP,0,2.0,true,1998,3,0.7056421284196674,0.3775350938782005,869.9221846844556,7.026542940960031
MFIP,0,1.0,true,1994,2,0.5955617229187483,0.5320163245934016,295.5935156680973,6.740677893909421
MFIP,0,1.0,true,1994,3,0.5625010951797204,0.5269453961894455,338.11159878848184,6.75439851045827
MFIP,0,1.0,true,1995,0,0.5464391481091153,0.47348167105471184,377.21460521516696,6.722012815287369
MFIP,0,1.0,true,1995,1,0.5596817638923159,0.4088733751187027,431.5011160051844,6.790209758338454
MFIP,0,1.0,true,1995,2,0.5689445219984713,0.39706347863885216,462.4846386715297,6.790313940960289
MFIP,0,1.0,true,1995,3,0.5818010422263751,0.3547462371641428,510.5732161061119,6.798723518395512
MFIP,0,1.0,true,1996,0,0.6172691814622767,0.3415147701814032,549.7055236884864,6.862361012273653
MFIP,0,1.0,true,1996,1,0.6206612147931215,0.3235213482406182,538.4176318674357,6.856199520760188
MFIP,0,1.0,true,1996,2,0.6274216327316555,0.3189388160753677,548.8735664392166,6.8539639319460175
MFIP,0,1.0,true,1996,3,0.6363166092032959,0.2969536723430456,593.0607981844887,6.8653641268431675
MFIP,0,1.0,true,1997,0,0.6361605153889552,0.28469902652339313,633.1371250988938,6.89364808857304
MFIP,0,1.0,true,1997,1,0.6508057066061763,0.2519508018190406,697.2739940321935,6.8899276721427345
MFIP,0,1.0,true,1997,2,0.6785686940846145,0.23565629210255845,757.2471371296416,6.9024409227815156
MFIP,0,1.0,true,1997,3,0.711765433961935,0.22472558666815376,856.9531805303773,7.000693560854296
MFIP,0,1.0,true,1998,0,0.7157981309369715,0.2213627400323431,947.5306292190912,7.026655456239636
MFIP,0,1.0,true,1998,1,0.7211634820216296,0.18214142357463153,1051.2923705067053,7.095706917070716
MFIP,0,1.0,true,1998,2,0.7143881128839483,0.17677846229622748,1112.856460449179,7.047953127496132
MFIP,0,1.0,true,1998,3,0.7535373495573192,0.1644879267401053,1151.2719524265706,7.085556085501719
SIPP,0,0,true,1995,3,0.6605540657033024,0.24181327245579512,663.3088745315015,6.6652618414310965
CTJF,0,0.0,true,1996,2,0.4597458319821426,0.8341256066676079,122.91437829307114,6.914869386450079
CTJF,0,0.0,true,1996,3,0.43635325877876163,0.8281495649487645,133.47244295197956,6.897144247227414
