δI,δθ,g₁,g₂,version,skill
0.007332048358981051,0.20839799567005887,-0.050670289640896815,-0.08024652431465285,mle,Behavioral
0.030759061715188406,0.22097446013798047,-0.045109401739216626,-0.04635792160128549,mle,Behavioral
0.03205029898783906,0.21005405113999193,-0.03570479519093728,-0.07315947639359921,mle,Behavioral
0.05434431223611488,0.11253033760643036,-0.013370499215642928,-0.026270462507160586,mle,Behavioral
0.04939833538518275,0.129831552023983,0.017949973575741573,-0.07916340340483519,mle,Behavioral
0.04717635687096374,0.11910863311585376,-0.022651164149786185,-0.044044864345854196,mle,Behavioral
0.05045664599437208,0.056528529133794705,0.021601283162165696,-0.12519483108192975,mle,Behavioral
0.02408320214610602,0.11062396710380502,-0.04171605015709856,-0.1175093565440486,mle,Behavioral
0.02717250938694972,0.0984508909411662,0.00396324328582498,-0.08296400902511492,mle,Behavioral
0.029235688676587976,0.10223596099554058,-0.041250588920119124,-0.0751523235167213,mle,Behavioral
0.025173558530147067,0.08360233731211002,-0.01432465983168707,-0.040058376548495866,mle,Behavioral
0.02971507631475436,0.07417622874082254,-0.026334229618149907,-0.1079134996829405,mle,Behavioral
0.0562892634217254,0.1676840669620463,-0.03371020419315829,-0.11761883282476604,mle,Behavioral
0.059177003171466555,0.01843300238292192,-0.0032975103246133397,-0.07124738410055653,mle,Behavioral
0.06348598086709194,0.020350537262104895,-0.05113114202036284,-0.08970482558211845,mle,Behavioral
0.06358067753396301,0.022812949905522704,0.0010033126647037705,-0.0963003207083768,mle,Behavioral
0.06946438330132206,0.018949497269351953,-0.04615654646966405,-0.012240747999758606,mle,Behavioral
0.07129358011431873,0.01954046978225472,-0.045169477422090765,-0.058116878335181754,mle,Behavioral
0.07060109088043282,0.02015245315288464,-0.01246898726404333,-0.10501202327831849,mle,Behavioral
0.07321933931002755,0.020319451687805398,-0.009652648564624888,-0.1021288976688366,mle,Behavioral
0.09608398663671965,0.01159562531047359,-0.04074033169569358,-0.04552839325086233,mle,Behavioral
0.10476685438523455,0.01992514194149947,-0.006177364086419557,-0.0962343462257349,mle,Behavioral
0.10838205638348095,0.022525829311377314,-0.057765180793151405,-0.04292864977827082,mle,Behavioral
