source,variable,year,Q,value,case,sd,q25,q75
FTP,Emp,1999,2,0.03358275664629963,Treatment,0.004515570731875172,0.038343611122578086,0.046317057547028584
FTP,AFDC,1994,2,0.005571133525729858,Treatment,0.0009269476792322859,0.005087225868301412,0.0068345122478232325
FTP,AFDC,1994,3,0.009233098265296235,Treatment,0.001446670051682374,0.008826441557151364,0.011507017541322492
FTP,AFDC,1995,0,0.011320499110344183,Treatment,0.0017250102090508668,0.011279484058183483,0.0144372157925412
FTP,AFDC,1995,1,0.012232891521798175,Treatment,0.001865309700975269,0.012670078935567519,0.01607780621415683
FTP,AFDC,1995,2,0.012292252947767708,Treatment,0.0019412075099837704,0.01321180051022469,0.016790703177615187
FTP,AFDC,1995,3,0.011424617424671131,Treatment,0.0019855759346155875,0.012966773068075747,0.01667502755745326
FTP,AFDC,1996,0,0.0069741555870282135,Treatment,0.0021078011880367484,0.009668120551976786,0.013631791518327285
FTP,AFDC,1996,1,-0.03150635431537546,Treatment,0.006361647922315838,-0.03966894674757724,-0.027972254421285064
FTP,AFDC,1996,2,-0.06158837746004556,Treatment,0.010061070825350162,-0.07991735296205069,-0.06176341243577865
FTP,AFDC,1996,3,-0.0849749101977117,Treatment,0.013096778845168579,-0.11257816672346392,-0.08905826330192504
FTP,AFDC,1997,0,-0.10296326015012872,Treatment,0.015531869410345648,-0.13879859700935662,-0.11085132610495556
FTP,AFDC,1997,1,-0.11684145967903717,Treatment,0.017483005710678484,-0.15991887021260087,-0.12831247711997118
FTP,AFDC,1997,2,-0.12740962875022835,Treatment,0.019024890984103343,-0.17675835435124573,-0.14216447288083225
FTP,AFDC,1997,3,-0.13548987779756047,Treatment,0.020271168974806585,-0.1902746381878819,-0.15318681652558042
FTP,AFDC,1998,0,-0.1414804540423049,Treatment,0.021252448269931286,-0.20083908842053783,-0.16171864327813057
FTP,AFDC,1998,1,-0.14604781999368888,Treatment,0.022063727176213827,-0.2093426594455006,-0.16851233565842116
FTP,AFDC,1998,2,-0.1493562678782938,Treatment,0.022722902919371492,-0.2159681386886251,-0.17372779566533156
FTP,AFDC,1998,3,-0.1517101010447383,Treatment,0.023264638275053245,-0.22111778862722573,-0.17771000480661092
FTP,AFDC,1999,0,-0.15327253431115032,Treatment,0.023673598652922154,-0.22493481267315324,-0.18063189269301208
FTP,AFDC,1999,1,-0.15429302900679723,Treatment,0.024012163866554474,-0.22786272211535546,-0.18282465087912403
FTP,AFDC,1999,2,-0.1546780654446574,Treatment,0.024260977789562575,-0.22976079127092736,-0.18417734785502496
MFIP,Emp,1994,2,0.012262101055168773,Treatment,0.003181449387238085,0.008831656479504721,0.014102010024441601
MFIP,Emp,1994,3,0.03531851041676626,Treatment,0.0036517374782612734,0.03216692758454248,0.03907905726879006
MFIP,Emp,1995,0,0.049565429772755944,Treatment,0.0039814184736962025,0.04814310698398216,0.05481558621487116
MFIP,Emp,1995,1,0.05936443494189548,Treatment,0.004388989392700165,0.05815342674453606,0.06609654212172
MFIP,Emp,1995,2,0.06571024967103434,Treatment,0.0047164085195621685,0.06481818418673767,0.07368988721437267
MFIP,Emp,1995,3,0.06975974295855988,Treatment,0.004962503563177667,0.06932608369027513,0.07875217425869668
MFIP,Emp,1996,0,0.07203612206321665,Treatment,0.005153558491738548,0.07206359475839542,0.08183366158342996
MFIP,Emp,1996,1,0.07349517208812288,Treatment,0.005274991694394829,0.07403823722930929,0.0839912300248297
MFIP,Emp,1996,2,0.07429796487955982,Treatment,0.005325521111976393,0.07536501621133272,0.0853762037973603
MFIP,Emp,1996,3,0.07455695652063839,Treatment,0.005361307618404987,0.07604437927269388,0.08608338709713398
MFIP,Emp,1997,0,0.07447292675707418,Treatment,0.005373734541022211,0.07632812803662349,0.08636307964951487
MFIP,Emp,1997,1,0.07413405607157536,Treatment,0.005368104290877047,0.07630664321953463,0.0863136712650106
MFIP,Emp,1997,2,0.07360933403985083,Treatment,0.0053505702157930915,0.07606101161770287,0.08602889647994327
MFIP,Emp,1997,3,0.07296861195353953,Treatment,0.005326396726382951,0.07565509787490929,0.08557687420761077
MFIP,Emp,1998,0,0.07220898507835079,Treatment,0.005308775297539996,0.07507242949759088,0.08496007768025154
MFIP,Emp,1998,1,0.07145467003216689,Treatment,0.005282077116563751,0.07447878729805578,0.0843256216722865
MFIP,Emp,1998,2,0.07067694177735229,Treatment,0.005256257216334513,0.07383192658813632,0.08364158570916516
MFIP,Emp,1998,3,0.06987946596658763,Treatment,0.005233447104590892,0.07314137736641028,0.08292245041397937
MFIP,AFDC,1994,2,0.00859462392490442,Treatment,0.0001712479624293603,0.0076768335448014246,0.007961016963803174
MFIP,AFDC,1994,3,0.01494247328827879,Treatment,0.00028545690885103893,0.01353541910598518,0.014016554219710094
MFIP,AFDC,1995,0,0.019573966074701965,Treatment,0.0005823385718913498,0.01786660670411388,0.0189680231782255
MFIP,AFDC,1995,1,0.022736002671102346,Treatment,0.0008775448244302185,0.020837562299734054,0.022504864014396667
MFIP,AFDC,1995,2,0.024742877005039562,Treatment,0.001074160941405407,0.0227168733333384,0.024750094754441367
MFIP,AFDC,1995,3,0.025877522159939957,Treatment,0.0011800516070384676,0.02374453004877651,0.025960826373667846
MFIP,AFDC,1996,0,0.026392823036333547,Treatment,0.0012073171520341612,0.024168475524437516,0.026407705369227513
MFIP,AFDC,1996,1,0.026451948518723473,Treatment,0.0011873484880760617,0.02414549098731598,0.026301038108018267
MFIP,AFDC,1996,2,0.026122771947893267,Treatment,0.0011500150617734226,0.02371911857636381,0.025727034082270686
MFIP,AFDC,1996,3,0.025534505669895572,Treatment,0.0011028836609883333,0.02302469753077834,0.02484040702455031
MFIP,AFDC,1997,0,0.024755890748765653,Treatment,0.0010649949024244482,0.02187424938909119,0.023748820532574027
MFIP,AFDC,1997,1,0.02384156505462958,Treatment,0.0010559356387380685,0.02057300124159129,0.022518120961243584
MFIP,AFDC,1997,2,0.022871301144471813,Treatment,0.0010836227589636415,0.01920695825036118,0.021251240709178137
MFIP,AFDC,1997,3,0.021886552648697596,Treatment,0.001120540720402691,0.01786380628594544,0.019992290095846587
MFIP,AFDC,1998,0,0.02093228056743042,Treatment,0.0011769534411309865,0.016555821279265342,0.01878826858253913
MFIP,AFDC,1998,1,0.0200280709782988,Treatment,0.0012477106622552062,0.015323339950397337,0.017679617004000912
MFIP,AFDC,1998,2,0.019142680983301737,Treatment,0.0013240849964433797,0.014128755216799994,0.01661739038037551
MFIP,AFDC,1998,3,0.01835552314058594,Treatment,0.0014017920302578108,0.013052534057214897,0.015680957090709574
CTJF,Emp,1996,2,0.018711604996013768,Incentives Only,0.0001461310884022042,0.019519550281415065,0.01979684555700286
CTJF,Emp,1996,3,0.01825472997462202,Incentives Only,0.00044646211225547863,0.018593830085532014,0.01942386717701397
CTJF,Emp,1997,0,0.017699478921797764,Incentives Only,0.0006151525105330695,0.017745128740222826,0.01890615405818088
CTJF,Emp,1997,1,0.01695559201074299,Incentives Only,0.0006725072029275678,0.016981106656800013,0.01825399811511843
CTJF,Emp,1997,2,0.016388449216826455,Incentives Only,0.0006881698449824425,0.01635541635996244,0.017606953017069153
CTJF,Emp,1997,3,0.015575425402345733,Incentives Only,0.0006586842469528241,0.015533101872231345,0.016755329842681226
CTJF,Emp,1998,0,0.014958580199493164,Incentives Only,0.0006074906043016575,0.014912585431200226,0.01602733749873733
CTJF,Emp,1998,1,0.01433410772190802,Incentives Only,0.0005477082407329597,0.014286691422827657,0.015280262567710656
CTJF,Emp,1998,2,0.01387708480179235,Incentives Only,0.0005024208704906489,0.013845688970413739,0.014745057361448526
CTJF,Emp,1998,3,0.013379420575755556,Incentives Only,0.00042992563094875266,0.013223161954177751,0.014025644680984729
CTJF,Emp,1999,0,0.012882293300215272,Incentives Only,0.000452033527902405,0.012812059676781874,0.013636056845936896
CTJF,Emp,1999,1,0.012374221369290839,Incentives Only,0.00041719321532960175,0.012409421365751768,0.01310747956927048
CTJF,Emp,1999,2,0.012110936873507078,Incentives Only,0.0004639021185325895,0.01200633888316455,0.012856774223807819
CTJF,Emp,1999,3,0.011706163392518194,Incentives Only,0.00042786749252842317,0.011751647553530328,0.012466681622552484
CTJF,Emp,2000,0,0.011472511872697495,Incentives Only,0.0004194542973030643,0.011523949761282163,0.012224408010864092
CTJF,Emp,2000,1,0.011236819995338446,Incentives Only,0.0003203392015555582,0.011295060354112292,0.01183210320913762
CTJF,Emp,2000,2,0.011117219978227323,Incentives Only,0.0003242704205650241,0.011198243117197531,0.011738919200455094
CTJF,Emp,2000,3,0.010910429164518863,Incentives Only,0.0002929422093620219,0.011000173422915739,0.011489875007238299
CTJF,Emp,2001,0,0.010699022553809816,Incentives Only,0.0003005722437054683,0.010750244766164815,0.011258206576771622
CTJF,AFDC,1996,2,0.020225351824386374,Incentives Only,0.0015056651516247687,0.018548559833713636,0.021354817369546964
CTJF,AFDC,1996,3,0.03709480788252858,Incentives Only,0.002400925005918983,0.033696124453290455,0.038257477048095276
CTJF,AFDC,1997,0,0.05247087440370707,Incentives Only,0.003356405340987437,0.04695756636724884,0.053333705077485985
CTJF,AFDC,1997,1,0.06475844786549009,Incentives Only,0.0033310971107656474,0.05872813804644494,0.06495781366653706
CTJF,AFDC,1997,2,0.07584862342903165,Incentives Only,0.003026966881405142,0.06942255464752543,0.07466602587002352
CTJF,AFDC,1997,3,0.08526765533970769,Incentives Only,0.002945840106485673,0.07864848209276247,0.08355609377021497
CTJF,AFDC,1998,0,0.09379930008465107,Incentives Only,0.0029518099822410148,0.08693522938481163,0.09213903362913485
CTJF,AFDC,1998,1,0.10149865084323355,Incentives Only,0.0030176957091544747,0.09443827122123713,0.09995339580460012
CTJF,AFDC,1998,2,0.10746993346521375,Incentives Only,0.003258928073687731,0.09987272769024647,0.10593937724856957
CTJF,AFDC,1998,3,0.11282041229099525,Incentives Only,0.0037343952652246237,0.1028834918440279,0.10905631929139806
CTJF,AFDC,1999,0,0.11631143219171536,Incentives Only,0.0035628079583742965,0.10692466550798886,0.1131843984607303
CTJF,AFDC,1999,1,0.11794201055620382,Incentives Only,0.003292061377648216,0.109467436018941,0.11538891354623325
CTJF,AFDC,1999,2,0.11968367589835957,Incentives Only,0.0032856438153238037,0.11214436467867561,0.1183485920141245
CTJF,AFDC,1999,3,0.12093102360295163,Incentives Only,0.003053690420387553,0.1142947953899351,0.11986467263942685
CTJF,AFDC,2000,0,0.12231628905074955,Incentives Only,0.0028860949817756778,0.11647191220192626,0.12143810085634706
CTJF,AFDC,2000,1,0.1237272404102055,Incentives Only,0.003002726354426758,0.11777436567317645,0.12295769463502251
CTJF,AFDC,2000,2,0.1251577556141787,Incentives Only,0.003019279013843119,0.11930504193378492,0.12448187586659708
CTJF,AFDC,2000,3,0.1265664684207239,Incentives Only,0.0028883422464064767,0.1208097780840834,0.12586604623419997
CTJF,AFDC,2001,0,0.12722255488658146,Incentives Only,0.002612698772931395,0.1214354433004678,0.1261784249780141
FTP,Emp,1994,2,0.004571878794573951,Incentives Only,0.0012639198149344566,0.0033486404138979822,0.005674944698508192
FTP,Emp,1994,3,0.0048202158258146485,Incentives Only,0.0010827625256433781,0.0038585969508959433,0.005894403032965554
FTP,Emp,1995,0,0.004356095759651149,Incentives Only,0.0008261501165339869,0.0037336116307958083,0.005298697748122871
FTP,Emp,1995,1,0.004193318216562168,Incentives Only,0.0006749397583832456,0.0038901086721247926,0.005170481303754416
FTP,Emp,1995,2,0.0040018755047665265,Incentives Only,0.0005570716858626413,0.003976105204408821,0.005012075705144566
FTP,Emp,1995,3,0.00377837912911481,Incentives Only,0.00046287127151689193,0.003972001787534159,0.004795117368974008
FTP,Emp,1996,0,0.0034058073766513905,Incentives Only,0.0003785231976755328,0.0037398155397331393,0.004373251337020502
FTP,Emp,1996,1,0.003219547582591617,Incentives Only,0.000335786651484282,0.00360684781371507,0.004197133005563295
FTP,Emp,1996,2,0.003069364369258851,Incentives Only,0.0003182278795625402,0.003486971143435464,0.004077522793421299
FTP,Emp,1996,3,0.0029178835765005995,Incentives Only,0.0003053736344298151,0.003349876007268538,0.00392837259169764
FTP,Emp,1997,0,0.002782089506448868,Incentives Only,0.00030086927123285377,0.0032288966938584583,0.003800258232425717
FTP,Emp,1997,1,0.0026617490240673815,Incentives Only,0.0002974254900477946,0.0031183276847125533,0.003679164093123251
FTP,Emp,1997,2,0.0025721669880624846,Incentives Only,0.00031186473117114205,0.003016934512346922,0.0035972156544423744
FTP,Emp,1997,3,0.002475871173100182,Incentives Only,0.0003181178117587763,0.0029054680914143856,0.003494659727434048
FTP,Emp,1998,0,0.002379048422231093,Incentives Only,0.0003139039853022933,0.0028016076995044602,0.0033796232186436613
FTP,Emp,1998,1,0.0022986848957478887,Incentives Only,0.00031071392405354495,0.002719950927062858,0.0032878459782667044
FTP,Emp,1998,2,0.0022314060758610765,Incentives Only,0.0003105509577414803,0.0026512055283171264,0.003216239021514695
FTP,Emp,1998,3,0.0021629218938580526,Incentives Only,0.0003087225675090031,0.002579036205024717,0.003139242345745733
FTP,Emp,1999,0,0.002102341867578573,Incentives Only,0.00030705813023813893,0.0025142571641861926,0.0030711963323902212
FTP,Emp,1999,1,0.0020476406670047525,Incentives Only,0.0003040546989380484,0.002455385871270813,0.003007103977416438
FTP,Emp,1999,2,0.0020048387006183247,Incentives Only,0.0003062736685126752,0.0024100035560895507,0.0029668644345257093
FTP,AFDC,1994,2,0.004488172918038135,Incentives Only,0.000577881617791846,0.0045199235855213765,0.005615563255556166
FTP,AFDC,1994,3,0.008739327446068812,Incentives Only,0.0006634252876685332,0.009197729481551066,0.01039512051533869
FTP,AFDC,1995,0,0.012393497914066878,Incentives Only,0.0006415675286664393,0.01321311883625039,0.014396954750453743
FTP,AFDC,1995,1,0.015341674811489842,Incentives Only,0.0007634648767964018,0.01629020425705553,0.01767373942326486
FTP,AFDC,1995,2,0.017603828230453242,Incentives Only,0.0010160299389138652,0.01871231276893997,0.020478572453081982
FTP,AFDC,1995,3,0.01930217339545475,Incentives Only,0.001297205012698032,0.02058973745344338,0.022969626456392292
FTP,AFDC,1996,0,0.020490507790154152,Incentives Only,0.001543532582717487,0.02199362237852422,0.024869628794928048
FTP,AFDC,1996,1,0.021270178934452454,Incentives Only,0.0017457197438666254,0.023014207576156378,0.026283509609773714
FTP,AFDC,1996,2,0.02167109488506044,Incentives Only,0.0019007792827787735,0.023671658865496686,0.02723584547767365
FTP,AFDC,1996,3,0.021809693705383288,Incentives Only,0.002020636091994925,0.02404435267985942,0.02783067578507243
FTP,AFDC,1997,0,0.02173161800173442,Incentives Only,0.002101229681967303,0.024174999584209784,0.028105124964302994
FTP,AFDC,1997,1,0.021533435441721975,Incentives Only,0.0021583358901438128,0.02415545433523426,0.028180392793357188
FTP,AFDC,1997,2,0.021197803276075212,Incentives Only,0.0021988332873369566,0.023933764881973553,0.028023746079700703
FTP,AFDC,1997,3,0.02079383431845169,Incentives Only,0.002219296297073657,0.023612071205569237,0.027730942781814
FTP,AFDC,1998,0,0.020306026017936407,Incentives Only,0.00220627514744232,0.023185699829126164,0.02727196438804628
FTP,AFDC,1998,1,0.019808614225395805,Incentives Only,0.002184296848212185,0.022736053834475883,0.026774929399981714
FTP,AFDC,1998,2,0.019258783380743282,Incentives Only,0.002142085300623783,0.02221145801115405,0.026170329003946505
FTP,AFDC,1998,3,0.018699467972740563,Incentives Only,0.0020905610856232007,0.021664092248970764,0.02552855556331122
FTP,AFDC,1999,0,0.018132624115184293,Incentives Only,0.0020294092050270034,0.021096801168886414,0.024850848263938543
FTP,AFDC,1999,1,0.017569433349093527,Incentives Only,0.001965401515535273,0.02052402932421925,0.024166969337465115
FTP,AFDC,1999,2,0.0169716709065416,Incentives Only,0.0018941681234133135,0.019890220288085167,0.023412499297155068
MFIP,Emp,1994,2,0.01292728142173205,Incentives Only,0.0016632503047712458,0.011255952401494997,0.014299971378355876
MFIP,Emp,1994,3,0.01255807215610629,Incentives Only,0.001345039617220812,0.011278437930798878,0.013774653563603342
MFIP,Emp,1995,0,0.011001546939909488,Incentives Only,0.0010001644361413325,0.010039516145497829,0.011916363272425255
MFIP,Emp,1995,1,0.010395167393564215,Incentives Only,0.0008565623363219353,0.00956959606773073,0.011185873753488234
MFIP,Emp,1995,2,0.009817213334591804,Incentives Only,0.0007464776665481342,0.009106581740513743,0.010519874801298807
MFIP,Emp,1995,3,0.009266694540388422,Incentives Only,0.0006449453627360345,0.008653621532632733,0.009877120410295166
MFIP,Emp,1996,0,0.008395616890364317,Incentives Only,0.0005298711772443124,0.007891507313514198,0.008898232704479541
MFIP,Emp,1996,1,0.008000859074291882,Incentives Only,0.0004765782749231309,0.00758020471108663,0.008485501106948441
MFIP,Emp,1996,2,0.007834307404718195,Incentives Only,0.0004801457453198384,0.007466503723400186,0.008378587235107442
MFIP,Emp,1996,3,0.007495146711217789,Incentives Only,0.0004271958282971548,0.007180415546078834,0.00799201201984327
MFIP,Emp,1997,0,0.007192724975419322,Incentives Only,0.00038451674509832023,0.00691877496412533,0.007649327801093731
MFIP,Emp,1997,1,0.006911127191739387,Incentives Only,0.0003438515023615836,0.006667948524831746,0.007321250659565395
MFIP,Emp,1997,2,0.0066631380882724535,Incentives Only,0.0003140647615270325,0.006450038124588081,0.007046755700475637
MFIP,Emp,1997,3,0.006431260291998302,Incentives Only,0.0002842586997605404,0.0062416073697999395,0.006781697854995475
MFIP,Emp,1998,0,0.006089630251356783,Incentives Only,0.0002502653233764953,0.0059192642315439355,0.006394717817327392
MFIP,Emp,1998,1,0.005908920706576895,Incentives Only,0.0002293990000565635,0.0057531938367488015,0.0061889541997660145
MFIP,Emp,1998,2,0.005742718683361016,Incentives Only,0.00020981480290680306,0.005600125880352059,0.005998671015694833
MFIP,Emp,1998,3,0.005609192076492245,Incentives Only,0.00019882105366745512,0.005483882286209355,0.005861455279867732
MFIP,AFDC,1994,2,0.007961943663851929,Incentives Only,0.000735576690789446,0.006416767214107482,0.0076556083880857445
MFIP,AFDC,1994,3,0.014924411470426151,Incentives Only,0.000874934663209339,0.013057262226229547,0.014579123485852876
MFIP,AFDC,1995,0,0.02103172490056751,Incentives Only,0.0007744415368048008,0.019361317044042606,0.020785326176411514
MFIP,AFDC,1995,1,0.026189880850704648,Incentives Only,0.0006903145448911627,0.024869672908219963,0.026178708651317936
MFIP,AFDC,1995,2,0.030450042070241636,Incentives Only,0.000659553948238436,0.02947904229596998,0.03063077906261562
MFIP,AFDC,1995,3,0.033898874569404,Incentives Only,0.0006923566822580484,0.03300055862383887,0.03424369535193033
MFIP,AFDC,1996,0,0.03665964378812617,Incentives Only,0.0007561903954561567,0.035700739298445985,0.0371300219337148
MFIP,AFDC,1996,1,0.03879672017094949,Incentives Only,0.0008247183729904409,0.037792164080782314,0.039355404387216936
MFIP,AFDC,1996,2,0.040382621643451196,Incentives Only,0.0008825126414364678,0.03934186311986898,0.04098266585696165
MFIP,AFDC,1996,3,0.04152832923679864,Incentives Only,0.0009303082098954227,0.0404648205850223,0.04214313604124803
MFIP,AFDC,1997,0,0.04230110203485937,Incentives Only,0.0009626112836919695,0.04122956012112539,0.0429000132888181
MFIP,AFDC,1997,1,0.04276991702929686,Incentives Only,0.0009911041917986993,0.04169291069117316,0.0433274124135614
MFIP,AFDC,1997,2,0.04300875105816348,Incentives Only,0.001019702197717445,0.041920782541392344,0.043688291965933046
MFIP,AFDC,1997,3,0.043066403021396145,Incentives Only,0.0010570923657754563,0.04197037435042221,0.043867470283076866
MFIP,AFDC,1998,0,0.04301244396346574,Incentives Only,0.0010905345119037744,0.041913893080818866,0.043922656520246864
MFIP,AFDC,1998,1,0.042868465539521824,Incentives Only,0.0011316868513511625,0.041769232448964314,0.043889880975116174
MFIP,AFDC,1998,2,0.04263398833273269,Incentives Only,0.0011707594591796567,0.04154322339660555,0.0437581612461057
MFIP,AFDC,1998,3,0.042363136046023556,Incentives Only,0.0012169847381506653,0.04126396532491388,0.043575063283355885
CTJF,Emp,1996,2,-0.0007944135413315621,Work Requirements Only,0.0021190020968328846,-0.0032736333153776543,0.0005478770796571964
CTJF,Emp,1996,3,0.02037689437204649,Work Requirements Only,0.003139656231837432,0.018242744088225554,0.023829555001288995
CTJF,Emp,1997,0,0.034437558580003656,Work Requirements Only,0.0038111194366463367,0.0324089941849918,0.03953422359622593
CTJF,Emp,1997,1,0.04375539941002839,Work Requirements Only,0.004261259003675118,0.041777039889768684,0.04986263034289192
CTJF,Emp,1997,2,0.04990272555748843,Work Requirements Only,0.004591150274404641,0.04799073142044161,0.056702238425118026
CTJF,Emp,1997,3,0.054010231093327005,Work Requirements Only,0.004849318199441099,0.05220623560187019,0.06133101469301178
CTJF,Emp,1998,0,0.056720079300296614,Work Requirements Only,0.005067911240674844,0.055057388154466674,0.06446960420327295
CTJF,Emp,1998,1,0.058489483751399285,Work Requirements Only,0.005261545991581341,0.05699462417458274,0.06661914557131719
CTJF,Emp,1998,2,0.05950901733962092,Work Requirements Only,0.00543606634008312,0.05816572012156658,0.06796329442450813
CTJF,Emp,1998,3,0.06013145250338924,Work Requirements Only,0.005589660019246047,0.058957913898354454,0.06888872728187999
CTJF,Emp,1999,0,0.06043276237320029,Work Requirements Only,0.005723200139776809,0.05943226858712105,0.06946823177928727
