source,arm,est_sample,year,Q,J,E,E1,E2,E3,E4,W,case,yQ
MFIP,2,true,1997,1,0.619171490207982,3.0692743340825484,0.3808285097920178,0.07208892075657802,0.17291091897225502,0.3741716504791491,1.0,ex-post,17
MFIP,2,true,1997,2,0.6614806766784589,3.1113660409841377,0.3385193233215413,0.07518761796612933,0.1843694709372759,0.4019235877750539,1.0,ex-post,18
MFIP,2,true,1997,3,0.6724571859067558,3.164205210231073,0.32754281409324415,0.06938808562880908,0.1789503817318372,0.4241187185461099,1.0,ex-post,19
MFIP,2,true,1998,0,0.6700641867388868,3.180444309790312,0.32993581326111293,0.07081889294134208,0.17107928507612308,0.4281660087214214,1.0,ex-post,20
MFIP,2,true,1998,1,0.6515426025871435,3.1916658071799557,0.34845739741285603,0.061980849238317925,0.15568320974002597,0.4338785436088004,1.0,ex-post,21
MFIP,2,true,1998,2,0.6845160825023263,3.225301704094134,0.3154839174976739,0.058174290960219185,0.16982917543833972,0.45651261610376714,1.0,ex-post,22
MFIP,2,true,1998,3,0.6860596049183376,3.251269341657574,0.31394039508166216,0.04982873758126179,0.17183005118189215,0.4644008161551839,1.0,ex-post,23
MFIP,2,false,1994,2,0.6184903612542659,2.681112741969574,0.38150963874573396,0.14456150640080506,0.37182084235998175,0.10210801249347927,1.0,ex-post,6
MFIP,2,false,1994,3,0.45122021267517576,2.7513895519333076,0.5487797873248242,0.07047934193863468,0.2423567205765211,0.13838415016002,1.0,ex-post,7
MFIP,2,false,1995,0,0.5636924869878556,2.875941806492174,0.4363075130121445,0.08970236380920865,0.26370028385443894,0.2102898393242079,1.0,ex-post,8
MFIP,2,false,1995,1,0.6200062511716082,2.944199312551736,0.37999374882839165,0.11364865460421739,0.2740647749533451,0.23229282161404594,1.0,ex-post,9
MFIP,2,false,1995,2,0.6974009465300012,3.0663340835347244,0.302599053469999,0.08472892836148015,0.29831371076468,0.314358307403841,1.0,ex-post,10
MFIP,2,false,1995,3,0.7036500757861147,3.162916510896507,0.2963499242138852,0.05237162531030958,0.30398207936755284,0.34729637110825234,1.0,ex-post,11
MFIP,2,false,1996,0,0.669810011812324,3.285659118034171,0.3301899881876761,0.008520602090851502,0.24821134877942275,0.41307806094204974,1.0,ex-post,12
MFIP,2,false,1996,1,0.6900849759090723,3.2886490707786966,0.3099150240909277,0.01333755074011369,0.23536225742728367,0.4413851677416748,1.0,ex-post,13
MFIP,2,false,1996,2,0.6846491073131469,3.2600346158282094,0.3153508926868533,0.048461036721791,0.193676147262309,0.4425119233290467,1.0,ex-post,14
MFIP,2,false,1996,3,0.6426218325260336,3.281559849181327,0.3573781674739664,0.026268217679679316,0.16724341848684537,0.44911019635950883,1.0,ex-post,15
MFIP,2,false,1997,0,0.6486758351991025,3.2557229295850663,0.35132416480089756,0.00836935392018243,0.13544380975955583,0.5048626715193643,1.0,ex-post,16
MFIP,2,false,1997,1,0.6950315954440845,3.344446725545352,0.30496840455591545,0.010935154380221206,0.12785212811073424,0.556244312953129,1.0,ex-post,17
MFIP,2,false,1997,2,0.779999279659431,3.441963317342147,0.22000072034056906,0.047161712937399076,0.10566016305737222,0.6271774036646598,1.0,ex-post,18
MFIP,2,false,1997,3,0.7287999285836996,3.479080472790683,0.27120007141630037,0.04674404958098708,0.10459495523508329,0.5774609237676293,1.0,ex-post,19
MFIP,2,false,1998,0,0.6726206369144597,3.3053061355292517,0.3273793630855404,0.04323424248562186,0.08730229574127882,0.542084098687559,1.0,ex-post,20
MFIP,2,false,1998,1,0.7323622347896775,3.283219935808674,0.2676377652103224,0.0901672759866551,0.0947069974952416,0.5474879613077808,1.0,ex-post,21
MFIP,2,false,1998,2,0.8286737907618595,3.546455694306654,0.17132620923814046,0.035299192974589944,0.12044275864697883,0.6729318391402908,1.0,ex-post,22
MFIP,2,false,1998,3,0.8690752317584283,3.5471972467983335,0.1309247682415718,0.02591720372343213,0.18476451898845353,0.6583935090465427,1.0,ex-post,23
CTJF,1,false,1996,2,0.6286480599943112,2.777373220163013,0.3713519400056889,0.1597638289164513,0.318355530752553,0.1505287003253067,1.0,ex-post,14
CTJF,1,false,1996,3,0.6681791527870651,2.8212657066381284,0.331820847212935,0.13438313699885374,0.34123047326808675,0.19256554252012462,1.75,ex-post,15
CTJF,1,false,1997,0,0.668870413278416,3.003863518316982,0.33112958672158405,0.06625298528252357,0.2927920468823888,0.30982538111350344,2.6,ex-post,16
CTJF,1,false,1997,1,0.6777251715011012,3.0884941348929558,0.32227482849889877,0.06047268485272029,0.2522015202700189,0.3650509663783621,3.3333333333333335,ex-post,17
CTJF,1,false,1997,2,0.6354397004405362,3.1058483857651846,0.36456029955946356,0.061075929115871466,0.19115691953655808,0.3832068517881069,3.966666666666667,ex-post,18
CTJF,1,false,1997,3,0.5885158162676839,3.072876136998096,0.41148418373231593,0.05973665438972586,0.16904590571256065,0.3597332561653975,4.533333333333333,ex-post,19
CTJF,1,false,1998,0,0.6331497708092947,3.077034977054016,0.3668502291907053,0.06895985083821773,0.16096133259870546,0.40322858737237155,5.05,ex-post,20
CTJF,1,false,1998,1,0.7074023140063233,3.179149881786385,0.29259768599367686,0.08013665853890777,0.16361721088392145,0.463648444583494,5.566666666666666,ex-post,21
CTJF,1,false,1998,2,0.6824241522501737,3.215288674983102,0.31757584774982617,0.04298759500179691,0.17027286676204986,0.4691636904863273,6.1,ex-post,22
CTJF,1,false,1998,3,0.6366462722329916,3.2743812238501864,0.36335372776700847,0.020658642455015478,0.15018803303591047,0.4657995967420655,6.233333333333333,ex-post,23
CTJF,1,false,1999,0,0.6614639417944664,3.273101008047324,0.33853605820553345,0.012959875189866096,0.1621318476802906,0.48637221892431,6.333333333333333,ex-post,24
CTJF,1,false,1999,1,0.6455836285442638,3.23486541005241,0.35441637145573623,0.034345969346280494,0.14228218640655013,0.46895547279143324,6.4,ex-post,25
CTJF,1,false,1999,2,0.6476942355335663,3.269135069012063,0.3523057644664335,0.03790264682883009,0.1303551371003136,0.47943645160442294,6.483333333333333,ex-post,26
CTJF,1,false,1999,3,0.7187918097052981,3.299448218887396,0.28120819029470195,0.027094017923016134,0.16932276566572227,0.5223750261165596,6.55,ex-post,27
CTJF,1,false,2000,0,0.8216508990089719,3.4070564007067765,0.17834910099102816,0.039626411272991005,0.2066937420434072,0.5753307456925736,6.6,ex-post,28
CTJF,1,false,2000,1,0.8446853126675975,3.4708447283372115,0.15531468733240256,0.04155321400757853,0.18563864178630526,0.6174934568737136,6.65,ex-post,29
CTJF,1,false,2000,2,0.8486915538261098,3.537060878502309,0.15130844617389022,0.03942641765297264,0.16051290761781628,0.6487522285553208,6.683333333333334,ex-post,30
MFIP,1,true,1994,2,0.4662936416332802,2.5224125221675497,0.5337063583667196,0.18331627461141645,0.20803522882969536,0.07494213819216836,1.0,ex-post,6
MFIP,1,true,1994,3,0.5262322811115008,2.6495200081659465,0.4737677188884994,0.14671331321279915,0.2614028766265775,0.11811609127212408,1.0,ex-post,7
MFIP,1,true,1995,0,0.5753064815162978,2.76538374785838,0.42469351848370235,0.12123370263548972,0.28390428011032115,0.17016849877048706,1.0,ex-post,8
MFIP,1,true,1995,1,0.5560336889128692,2.8250479598258478,0.44396631108713075,0.0939771879335857,0.2672951619834152,0.19476133899586867,1.0,ex-post,9
MFIP,1,true,1995,2,0.5804820719618843,2.9004753257417106,0.41951792803811616,0.07497691321871422,0.26519779442956426,0.2403073643136057,1.0,ex-post,10
MFIP,1,true,1995,3,0.6159867881176397,2.9389772648872645,0.38401321188236043,0.08331620503257256,0.2646709726783405,0.267999610406727,1.0,ex-post,11
MFIP,1,true,1996,0,0.6238704517503717,3.003202052834624,0.3761295482496278,0.07086608224494444,0.25108198726210224,0.30192238224332535,1.0,ex-post,12
MFIP,1,true,1996,1,0.6383959817799362,3.036069494615161,0.361604018220064,0.0764928096939147,0.24289229030818132,0.31901088177783965,1.0,ex-post,13
MFIP,1,true,1996,2,0.6612068295449466,3.0827644461419967,0.33879317045505275,0.07244423709196915,0.232005824508321,0.35675676794465677,1.0,ex-post,14
MFIP,1,true,1996,3,0.6831677585872691,3.121131579225116,0.3168322414127311,0.07337550061725115,0.21973240451511714,0.3900598534549006,1.0,ex-post,15
MFIP,1,true,1997,0,0.6482629071620398,3.1553872535868246,0.3517370928379601,0.06285083610341756,0.1817458520273367,0.40366621903128563,1.0,ex-post,16
MFIP,1,true,1997,1,0.6632235251872011,3.1568097745759984,0.3367764748127989,0.0681809168093126,0.17376102576717595,0.4212815826107123,1.0,ex-post,17
