source,arm,est_sample,year,Q,J,E,E1,E2,E3,E4,W,case,yQ
MFIP,1,true,1997,2,0.6568750402267126,3.194108543664245,0.3431249597732877,0.05438876877356306,0.16648056418090343,0.4360057072722459,1.0,ex-post,18
MFIP,1,true,1997,3,0.6902093715501587,3.218887875210156,0.3097906284498414,0.0524933511196432,0.17149556074844824,0.46622045968206727,1.0,ex-post,19
MFIP,1,true,1998,0,0.6918038431471333,3.2506411132302047,0.3081961568528675,0.057512148405979416,0.1629338382456045,0.47135785649554923,1.0,ex-post,20
MFIP,1,true,1998,1,0.6685162364632993,3.2576701758927986,0.3314837635367007,0.04746273072700745,0.15081792178424952,0.4702355839520427,1.0,ex-post,21
MFIP,1,true,1998,2,0.6769231583616048,3.2770697170133376,0.32307684163839473,0.0368328887698609,0.14127992382800664,0.49881034576373756,1.0,ex-post,22
MFIP,1,true,1998,3,0.6892437183022438,3.2989718110771964,0.3107562816977559,0.04418600621227617,0.15839126708767853,0.4866664450022895,1.0,ex-post,23
MFIP,1,false,1994,2,0.8015213126772704,2.922897159039542,0.1984786873227295,0.18910881685119388,0.39356954790755766,0.21884294791851902,1.0,ex-post,6
MFIP,1,false,1994,3,0.7594109266612783,3.088137915448437,0.24058907333872168,0.11511950986672759,0.33425515414506124,0.3100362626494894,1.0,ex-post,7
MFIP,1,false,1995,0,0.731639876894974,3.080859637785058,0.2683601231050259,0.1099025661086262,0.27673180090218386,0.3450055098841641,1.0,ex-post,8
MFIP,1,false,1995,1,0.7500965735942564,3.1235272682888926,0.24990342640574373,0.11264879739564486,0.26391702851576243,0.3735307476828491,1.0,ex-post,9
MFIP,1,false,1995,2,0.7739613135354024,3.1760575201512813,0.22603868646459754,0.11322207866483142,0.2375354008870921,0.42320383398347877,1.0,ex-post,10
MFIP,1,false,1995,3,0.7323955847336651,3.189226393127358,0.26760441526633477,0.08896264552452399,0.19642243721170488,0.4470105019974362,1.0,ex-post,11
MFIP,1,false,1996,0,0.6964679188671635,3.2041611129934986,0.3035320811328363,0.10328711200698398,0.17802046087230494,0.415160345987875,1.0,ex-post,12
MFIP,1,false,1996,1,0.6954440491360422,3.220289045162234,0.30455595086395776,0.06497218674986013,0.1638765273604044,0.4665953350257778,1.0,ex-post,13
MFIP,1,false,1996,2,0.7464643618763277,3.320174360755178,0.25353563812367236,0.05381129327509892,0.15846697208268465,0.534186096518544,1.0,ex-post,14
MFIP,1,false,1996,3,0.7201964282734837,3.371649168734405,0.2798035717265163,0.02819243536720244,0.1501798987525338,0.5418240941537477,1.0,ex-post,15
MFIP,1,false,1997,0,0.7860568988841408,3.3696295070837077,0.21394310111585932,0.05602571883343904,0.16864032104082832,0.5613908590098733,1.0,ex-post,16
MFIP,1,false,1997,1,0.7957731717172006,3.400136641327966,0.2042268282827993,0.04848703361286708,0.1834914376935947,0.5637947004107389,1.0,ex-post,17
MFIP,1,false,1997,2,0.842665050915168,3.489018848504986,0.15733494908483198,0.04598011758174835,0.17352858701403054,0.6231563463193891,1.0,ex-post,18
MFIP,1,false,1997,3,0.8117137214362462,3.556423385538928,0.18828627856375382,0.022986716204249732,0.15151216192946032,0.6372148433025362,1.0,ex-post,19
MFIP,1,false,1998,0,0.7366685525743817,3.5067251462869296,0.26333144742561837,0.021685792453183774,0.1304240391867449,0.584558720934453,1.0,ex-post,20
MFIP,1,false,1998,1,0.7597221488205917,3.502469708747738,0.2402778511794081,0.020174589472323066,0.11403303213007905,0.6255145272181899,1.0,ex-post,21
MFIP,1,false,1998,2,0.778149906098759,3.4398526303667736,0.22185009390124102,0.036256031910443604,0.12178211175968683,0.6201117624286286,1.0,ex-post,22
MFIP,1,false,1998,3,0.6104683276561702,3.349876815489805,0.3895316723438297,0.04551561129105193,0.022811826105127508,0.5421408902599908,1.0,ex-post,23
FTP,1,true,1999,1,0.6236936951668727,3.196061337881463,0.37630630483312744,0.05597995688193858,0.09849063664528597,0.4692231016396481,6.1437125748503,ex-post,25
CTJF,1,false,2000,3,0.7774656542986033,3.6063709318873,0.22253434570139666,0.0013002159149163156,0.0997092604187701,0.6764561779649169,7.25,ex-post,31
CTJF,1,false,2001,0,0.7572749394587565,3.587508080697943,0.24272506054124363,0.004805416503345221,0.005748016597585678,0.7467215063578256,7.9375,ex-post,32
SIPP,0,true,1993,1,0.6158129615546416,3.667303634565136,0.3841870384453615,0.043604005990400846,0.11491409894483146,0.4572948566194067,1.0,ex-ante,1
SIPP,0,true,1993,2,0.6163930649035825,3.668842805148614,0.3836069350964204,0.04342093732739329,0.11457344248717317,0.45839868508901305,1.0,ex-ante,2
SIPP,0,true,1994,0,0.6161562638605876,3.668104166844328,0.3838437361394148,0.043505351051477764,0.11472438847551021,0.4579265243335949,1.0,ex-ante,4
SIPP,0,true,1994,1,0.61620762531632,3.6681617599206113,0.3837923746836828,0.04349524212989013,0.11470413736106286,0.4580082458253654,1.0,ex-ante,5
SIPP,0,true,1994,2,0.6166384935121264,3.669423370306175,0.3833615064878766,0.04334367092665343,0.1144132610565492,0.45888156152892196,1.0,ex-ante,6
SIPP,0,true,1995,0,0.6196291804115864,3.6759978819109658,0.3803708195884123,0.04258317944434237,0.11304261876489345,0.46400338220235265,1.0,ex-ante,8
SIPP,0,true,1995,1,0.6200841454370921,3.6771400737756927,0.37991585456290733,0.04244373287848626,0.11276632818025446,0.46487408437835287,1.0,ex-ante,9
SIPP,0,true,1995,2,0.6194985777433604,3.6756090662454106,0.3805014222566387,0.042620442671755576,0.11310933118087296,0.4637688038907337,1.0,ex-ante,10
FTP,0,true,1994,2,0.4623659920671211,2.868912092941957,0.5376340079328784,0.1579651380121942,0.18861234092484286,0.1157885131300846,1.0,ex-ante,6
FTP,0,true,1994,3,0.4887915849257876,3.0502631501523734,0.5112084150742129,0.12607708547631288,0.20184877655360062,0.1608657228958731,1.0,ex-ante,7
FTP,0,true,1995,0,0.5081188163530047,3.171420199222721,0.49188118364699485,0.10484566156623176,0.20532722217812852,0.19794593260864565,1.0,ex-ante,8
FTP,0,true,1995,1,0.5223585036643635,3.256634379852482,0.47764149633563624,0.09059451808372752,0.2034452244336644,0.22831876114697183,1.0,ex-ante,9
FTP,0,true,1995,2,0.5329391999742066,3.3187242611915786,0.4670608000257942,0.08094776370363883,0.19886119980675332,0.2531302364638126,1.0,ex-ante,10
FTP,0,true,1995,3,0.5408775704926814,3.3651333883121084,0.45912242950731835,0.07436053422398606,0.19314713788834825,0.2733698983803481,1.0,ex-ante,11
FTP,0,true,1996,0,0.5468985945570709,3.4004920062777657,0.45310140544292815,0.06982182881520703,0.18720177731831858,0.2898749884235442,1.0,ex-ante,12
FTP,0,true,1996,1,0.5515204421199194,3.42783489754972,0.44847955788008115,0.06666553765242546,0.1815114763661494,0.3033434281013435,1.0,ex-ante,13
FTP,0,true,1996,2,0.555114460224067,3.449233651378998,0.44488553977593315,0.06444968736054721,0.17631422495435808,0.3143505479091588,1.0,ex-ante,14
FTP,0,true,1996,3,0.5579476085653446,3.466148348699588,0.4420523914346566,0.06287887965845894,0.17170210681626122,0.3233666220906253,1.0,ex-ante,15
FTP,0,true,1997,0,0.5602125092807441,3.479634438836582,0.4397874907192565,0.06175420002585202,0.16768472267034595,0.3307735865845466,1.0,ex-ante,16
FTP,0,true,1997,1,0.5620487487679052,3.4904702898262636,0.43795125123209405,0.06094067944582491,0.164227933163205,0.3368801361588773,1.0,ex-ante,17
FTP,0,true,1997,2,0.563557995569743,3.49923907723036,0.43644200443025655,0.060346028913328825,0.16127707757466114,0.34193488908175174,1.0,ex-ante,18
FTP,0,true,1997,3,0.564814742925246,3.5063832426790333,0.43518525707475386,0.05990665220589331,0.1587704992084016,0.3461375915109506,1.0,ex-ante,19
FTP,0,true,1998,0,0.5658739527350832,3.51224183504451,0.4341260472649192,0.0595783845274455,0.15664708166290756,0.34964848654472747,1.0,ex-ante,20
FTP,0,true,1998,1,0.5667765029713133,3.517076794061353,0.43322349702868584,0.05933031807924723,0.15485013980317092,0.35259604508889697,1.0,ex-ante,21
FTP,0,true,1998,2,0.5675530763521944,3.521091862426866,0.4324469236478068,0.05914065664108425,0.15332913975308943,0.35508327995802047,1.0,ex-ante,22
FTP,0,true,1998,3,0.5682269416708062,3.5244464424534057,0.43177305832919355,0.05899391250036262,0.15204016748019725,0.35719286169024755,1.0,ex-ante,23
FTP,0,true,1999,0,0.568808021530568,3.5272582224363784,0.4311919784694326,0.05888068540323799,0.150942641794578,0.3589846943327509,1.0,ex-ante,24
FTP,0,true,1999,1,0.5703145589905535,3.533952408637885,0.42968544100944633,0.05829106079636424,0.149006173240702,0.3630173249534868,1.0,ex-ante,25
CTJF,1,true,1996,2,0.5016665194490668,2.9358504959471707,0.49833348055093313,0.14814052802314745,0.23068631239238266,0.12283967903353861,1.0,ex-ante,14
CTJF,1,true,1996,3,0.5477621062171317,3.0717888870604635,0.4522378937828683,0.13099940661060416,0.24247717460698623,0.17428552499954153,1.9111097655896279,ex-ante,15
CTJF,1,true,1997,0,0.5790323782728677,3.1718579179116633,0.420967621727132,0.11574680919637295,0.24557711637783747,0.21770845269865646,2.797355770911281,ex-ante,16
CTJF,1,true,1997,1,0.6005377842435927,3.2486736166744485,0.3994622157564078,0.1031393683692883,0.24330280118815578,0.254095614686148,3.6591499613589114,ex-ante,17
CTJF,1,true,1997,2,0.6155633966424252,3.308988557302889,0.3844366033575747,0.09312685082465513,0.23796873849536268,0.2844678073224083,4.496233498845369,ex-ante,18
CTJF,1,true,1997,3,0.6262297614698534,3.357022337772035,0.37377023853014746,0.08534684079994488,0.23110696393177224,0.3097759567381366,5.310365784502277,ex-ante,19
CTJF,1,true,1998,0,0.6339353628636284,3.395654523134839,0.3660646371363706,0.0793747449820688,0.2236945855217999,0.33086603235975987,6.102989695079199,ex-ante,20
CTJF,1,true,1998,1,0.6395843172792338,3.426988791290168,0.3604156827207657,0.07480850687368801,0.216315268948357,0.34846054145718913,6.8755969697865655,ex-ante,21
CTJF,1,true,1998,2,0.6436975940282237,3.4526673082649544,0.3563024059717739,0.07128436335011101,0.2092667654182639,0.36314646525985056,7.625410195056738,ex-ante,22
CTJF,1,true,1998,3,0.6449536517247506,3.4753923952243277,0.3550463482752512,0.06792294880881417,0.20205712003436704,0.3749735828815672,7.734295127856345,ex-ante,23
CTJF,1,true,1999,0,0.6444058060714738,3.4950599478581013,0.3555941939285279,0.06496947453371577,0.1950177128020284,0.3844186187357285,7.820082389706584,ex-ante,24
CTJF,1,true,1999,1,0.6428150339742636,3.5117974051405447,0.3571849660257373,0.06250513890481094,0.1883868018837675,0.391923093185684,7.8905086107287365,ex-ante,25
CTJF,1,true,1999,2,0.640679776478639,3.52588742290176,0.3593202235213614,0.060511615280677285,0.18230004193914306,0.3978681192588174,7.949844742818356,ex-ante,26
CTJF,1,true,1999,3,0.6383165216815937,3.537671154930255,0.36168347831840664,0.05892882373549881,0.17681528805194507,0.40257240989414866,8.000851877411783,ex-ante,27
CTJF,1,true,2000,0,0.6359367420803413,3.547475419311298,0.3640632579196591,0.05769180228509695,0.17194383538318092,0.4063011044120624,8.045469512746571,ex-ante,28
CTJF,1,true,2000,1,0.6336692721744613,3.55560793903746,0.36633072782553977,0.05673654961280647,0.167663471231296,0.40926925133035735,8.085146373853158,ex-ante,29
CTJF,1,true,2000,2,0.6316143373297608,3.562430425837361,0.36838566267023765,0.055994697247693064,0.1639111220905096,0.41170851799155916,8.119813531547905,ex-ante,30
CTJF,1,true,2000,3,0.6299958777514159,3.5686044405487176,0.3700041222485849,0.05532682827666664,0.16062409099804015,0.4140449584767087,8.149332673158893,ex-ante,31
CTJF,1,true,2001,0,0.6281867788111811,3.572684925014495,0.3718132211888194,0.054951452445553856,0.1580353650830562,0.41519996128257053,8.208862249664788,ex-ante,32
SIPP,0,true,1992,2,0.6137367189226481,3.6632914674870056,0.38626328107735114,0.044051473104911136,0.11563853379044314,0.4540467120272953,1.0,ex-ante,-2
SIPP,0,true,1992,3,0.6107914725576695,3.6557617403068274,0.38920852744233037,0.04496987008490673,0.11743567581851179,0.4483859266542518,1.0,ex-ante,-1
SIPP,0,true,1993,0,0.6127351360180682,3.6605920493778448,0.3872648639819321,0.04437751810164306,0.11627321226097438,0.45208440565545194,1.0,ex-ante,0
SIPP,0,true,1993,3,0.6145187455612664,3.6644548092665534,0.38548125443873366,0.04394105724565251,0.11551605335040742,0.4550616349652079,1.0,ex-ante,3
SIPP,0,true,1992,1,0.6125433181182651,3.660032673420279,0.3874566818817342,0.04443520364668292,0.11636650294484399,0.45174161152673986,1.0,ex-ante,-3
SIPP,0,true,1994,3,0.6136975124389497,3.662641846576628,0.3863024875610491,0.04414603442255091,0.11587363280431388,0.45367784521208715,1.0,ex-ante,7
FTP,1,true,1994,2,0.45688728857347155,2.8496150668682634,0.5431127114265284,0.160635836007088,0.18807766338315676,0.1081737891832256,1.0,ex-ante,6
FTP,1,true,1994,3,0.5149244584086089,3.031943701924538,0.48507554159139055,0.1388281905397024,0.2136577631034528,0.16243850476545488,1.7813101395795814,ex-ante,7
FTP,1,true,1995,0,0.5520611975626077,3.152452764024397,0.4479388024373913,0.12013217340688168,0.22444029215854186,0.20748873199718518,2.515520406734182,ex-ante,8
FTP,1,true,1995,1,0.5759365486901229,3.2390582074793417,0.4240634513098768,0.10532006123627943,0.22625466960279464,0.24436181785104788,3.204316791738813,ex-ante,9
FTP,1,true,1995,2,0.591293353959268,3.3038497857074756,0.40870664604073154,0.0940639361231197,0.22299117912792463,0.27423823870822506,3.850375906689486,ex-ante,10
FTP,1,true,1995,3,0.6011177886916723,3.3533954020146237,0.39888221130832946,0.08570667241365003,0.21714404131630755,0.29826707496171373,4.456983522902459,ex-ante,11
FTP,1,true,1996,0,0.6073284690963814,3.3917777654416668,0.392671530903619,0.07958396231299664,0.21025486478289257,0.3174896420004922,5.02803514599099,ex-ante,12
FTP,1,true,1996,1,0.6110884681250365,3.42183051023141,0.3889115318749635,0.0751001684739262,0.20320086857434752,0.3327874310767638,5.5644698899432115,ex-ante,13
FTP,1,true,1996,2,0.612095802711878,3.446482341538467,0.3879041972881221,0.07141425497431665,0.19605699732713605,0.34462455041042434,5.68634225165492,ex-ante,14
FTP,1,true,1996,3,0.6115583386694071,3.4663827851622915,0.3884416613305941,0.06854223540099405,0.18930541534544662,0.35371068792296606,5.794578485229637,ex-ante,15
FTP,1,true,1997,0,0.6102105930125457,3.482272775617214,0.389789406987454,0.06637441241936885,0.18319636657705154,0.36063981401612594,5.891834424213991,ex-ante,16
FTP,1,true,1997,1,0.6084902545199591,3.4948688205744745,0.39150974548004014,0.06476908846751564,0.17782629875931164,0.36589486729313253,5.980041981968347,ex-ante,17
FTP,1,true,1997,2,0.606652723461883,3.5048089092209245,0.39334727653811774,0.0635933283870031,0.1731982418915564,0.36986115318332263,6.0606928875332144,ex-ante,18
FTP,1,true,1997,3,0.6048429954500287,3.5126341158143415,0.39515700454997177,0.06273701959371138,0.1692638546496606,0.3728421212066563,6.134793179371194,ex-ante,19
FTP,1,true,1998,0,0.6031466041715741,3.5187821523265055,0.39685339582842494,0.062117143635054634,0.16595320440509262,0.375076256131428,6.2033314133478346,ex-ante,20
FTP,1,true,1998,1,0.6016103944091307,3.523604942295925,0.3983896055908693,0.06167190126919677,0.16318911727584978,0.37674937586408414,6.267127973749674,ex-ante,21
FTP,1,true,1998,2,0.6002444077491828,3.5273961308960615,0.39975559225081625,0.06135139782571582,0.16089098630145207,0.37800202362201585,6.326814259319903,ex-ante,22
FTP,1,true,1998,3,0.5990337430890949,3.5303832357075797,0.4009662569109055,0.06112005157311678,0.15898013649993184,0.3789335550160469,6.382681451874034,ex-ante,23
FTP,1,true,1999,0,0.5979907373489657,3.532802534308604,0.40200926265103526,0.060942007261648064,0.15738876273453228,0.3796599673527842,6.434790685032796,ex-ante,24
MFIP,0,true,1994,2,0.47798504443526735,2.8083615946394627,0.5220149555647324,0.16609944949739133,0.21591727612719808,0.09596831881067834,1.0,ex-ante,6
MFIP,0,true,1994,3,0.4919793747420976,2.9972749485090597,0.508020625257902,0.12882593328128228,0.22178597143006484,0.14136747003075043,1.0,ex-ante,7
MFIP,0,true,1995,0,0.5034918865073017,3.130081118523847,0.49650811349269813,0.10426325466584342,0.22003010241760365,0.17919852942385525,1.0,ex-ante,8
MFIP,0,true,1995,1,0.5131094297886918,3.226274699966711,0.48689057021130827,0.08800171561516372,0.2142998683435076,0.2108078458300213,1.0,ex-ante,9
MFIP,0,true,1995,2,0.5212571907202997,3.2977467423221616,0.47874280927970037,0.07715872986812283,0.20678992750770142,0.2373085333444754,1.0,ex-ante,10
MFIP,0,true,1995,3,0.5282460476002853,3.352053166168864,0.4717539523997147,0.06985740571510123,0.1987737942449762,0.25961484764020787,1.0,ex-ante,11
MFIP,0,true,1996,0,0.5343057207191365,3.3941485833207143,0.4656942792808637,0.0648783144211074,0.19095322304757772,0.278474183250451,1.0,ex-ante,12
MFIP,0,true,1996,1,0.5396080237471584,3.427367222405015,0.46039197625284123,0.06142963109153981,0.18368282375644054,0.29449556889917816,1.0,ex-ante,13
MFIP,0,true,1996,2,0.5442832100494245,3.454004254492856,0.4557167899505757,0.058996705303061635,0.17711219356232802,0.3081743111840349,1.0,ex-ante,14
MFIP,0,true,1996,3,0.5484314957081948,3.4756723373553298,0.45156850429180484,0.05724422360195779,0.171274399904362,0.31991287220187564,1.0,ex-ante,15
MFIP,0,true,1997,0,0.5521312084027696,3.493526223804375,0.4478687915972303,0.05595285361677215,0.1661400630615895,0.330038291724408,1.0,ex-ante,16
MFIP,0,true,1997,1,0.5554445719371287,3.5084074392196114,0.44455542806287174,0.05497833267957779,0.16164967727355625,0.338816561983993,1.0,ex-ante,17
MFIP,0,true,1997,2,0.5584218308307872,3.520939325014825,0.44157816916921244,0.05422508911996526,0.15773235573610708,0.3464643859747161,1.0,ex-ante,18
MFIP,0,true,1997,3,0.5611042069585698,3.5315906233677983,0.4388957930414303,0.05362923883030599,0.15431623631373664,0.353158731814527,1.0,ex-ante,19
MFIP,0,true,1998,0,0.5635260323163007,3.540718758065268,0.43647396768369956,0.053147615817642324,0.15133385969769814,0.35904455680095937,1.0,ex-ante,20
MFIP,0,true,1998,1,0.5657162989037826,3.548599787605233,0.4342837010962171,0.052750681709073974,0.14872458945439912,0.36424102774030986,1.0,ex-ante,21
MFIP,0,true,1998,2,0.56722858126207,3.554441740428188,0.4327714187379299,0.05250930555296864,0.14666185437225193,0.3680574213368501,1.0,ex-ante,22
MFIP,0,true,1998,3,0.5665864258455311,3.5540436930719044,0.433413574154469,0.052709052226648345,0.14650862427079434,0.36736874934808833,1.0,ex-ante,23
SIPP,0,true,1995,3,0.6182809082476032,3.673528857554432,0.381719091752397,0.04285311205874806,0.11341976934598962,0.46200802684286574,1.0,ex-ante,11
CTJF,0,true,1996,2,0.5137104943301974,2.96265869652986,0.48628950566980217,0.14314413224860426,0.23530345849554032,0.13526290358605494,1.0,ex-ante,14
CTJF,0,true,1996,3,0.5301979964413124,3.1018134257822028,0.46980200355868834,0.1170123240245416,0.23473633027865032,0.17844934213811742,1.0,ex-ante,15
CTJF,0,true,1997,0,0.5426388119105511,3.2031284221313165,0.4573611880894495,0.09887762934085817,0.22949808928740212,0.21426309328229087,1.0,ex-ante,16
CTJF,0,true,1997,1,0.5521160005263263,3.279109617043152,0.4478839994736732,0.08615325005661115,0.22197631312118563,0.2439864373485305,1.0,ex-ante,17
CTJF,0,true,1997,2,0.5594130443890104,3.337413011894085,0.44058695561099054,0.07712663020632111,0.2135933727867139,0.2686930413959724,1.0,ex-ante,18
CTJF,0,true,1997,3,0.5650978244028643,3.3829727626169697,0.43490217559713706,0.07065379507606984,0.20516954497188702,0.28927448435490766,1.0,ex-ante,19
CTJF,0,true,1998,0,0.5695828924113925,3.4191042640735,0.43041710758860785,0.06596325823068497,0.1971531099380262,0.30646652424268184,1.0,ex-ante,20
CTJF,0,true,1998,1,0.5731687637801194,3.448113124655265,0.42683123621988145,0.06252953973324922,0.1897657191222243,0.32087350492464467,1.0,ex-ante,21
CTJF,0,true,1998,2,0.5760750388496081,3.4716490119599355,0.42392496115039274,0.05999106831340299,0.18309381909875522,0.3329901514374493,1.0,ex-ante,22
CTJF,0,true,1998,3,0.578462793814924,3.4909203750443987,0.4215372061850772,0.05809650913830294,0.17714576812387747,0.34322051655274066,1.0,ex-ante,23
CTJF,0,true,1999,0,0.58045070454779,3.506829798159326,0.419549295452209,0.056669394351478525,0.17188717337207574,0.3518941368242376,1.0,ex-ante,24
CTJF,0,true,1999,1,0.582126668508335,3.5200622780774156,0.4178733314916669,0.05558461207422631,0.16726244289440878,0.3592796135396987,1.0,ex-ante,25
CTJF,0,true,1999,2,0.5835561903655171,3.5311445886617383,0.4164438096344836,0.054752633091827034,0.1632076518894462,0.3655959053842438,1.0,ex-ante,26
CTJF,0,true,1999,3,0.5847884393989288,3.540486310259361,0.41521156060106856,0.054108826213557386,0.15965797363801715,0.37102163954735595,1.0,ex-ante,27
CTJF,0,true,2000,0,0.5858606306595454,3.5484088798009172,0.41413936934045514,0.05360614890472257,0.15655174316874113,0.3757027385860851,1.0,ex-ante,28
CTJF,0,true,2000,1,0.586801198313806,3.5551665940979866,0.4131988016861954,0.053210097194219805,0.15383246553948662,0.3797586355801011,1.0,ex-ante,29
CTJF,0,true,2000,2,0.5877238071787306,3.5611943829970083,0.41227619282127026,0.05286950195232132,0.15139933143010237,0.38345497379630594,1.0,ex-ante,30
CTJF,0,true,2000,3,0.5884726686955366,3.56607458945434,0.4115273313044625,0.0526082166588634,0.14938656401572012,0.3864778880209544,1.0,ex-ante,31
CTJF,0,true,2001,0,0.5894869796716735,3.571200590344793,0.4105130203283265,0.05224421828363121,0.14746680151773361,0.38977595987030905,1.0,ex-ante,32
MFIP,2,true,1994,2,0.44742226699714555,2.7350095172598854,0.5525777330028542,0.17542192681412205,0.208531968426013,0.0634683717570109,1.0,ex-ante,6
MFIP,2,true,1994,3,0.46694667653236943,2.9364566827577177,0.5330533234676307,0.13704230709909657,0.21818119069416933,0.11172317873910292,1.0,ex-ante,7
MFIP,2,true,1995,0,0.48249433728510394,3.0780499489854325,0.5175056627148965,0.1113477792843575,0.21913830598915116,0.15200825201159504,1.0,ex-ante,8
MFIP,2,true,1995,1,0.4950785869521185,3.180711716140987,0.5049214130478815,0.09407301520526476,0.21531620913826738,0.18568936260858654,1.0,ex-ante,9
MFIP,2,true,1995,2,0.505427484174817,3.2571033441477524,0.4945725158251835,0.08238000870191856,0.20912808752659828,0.21391938794629953,1.0,ex-ante,10
MFIP,2,true,1995,3,0.5140671929843347,3.3152333857791083,0.4859328070156652,0.07439064019165949,0.20201669494528013,0.23765985784739624,1.0,ex-ante,11
MFIP,2,true,1996,0,0.5213806285098394,3.360345591227651,0.4786193714901601,0.06886584012597344,0.19480913829870827,0.2577056500851578,1.0,ex-ante,12
MFIP,2,true,1996,1,0.5276487583456223,3.39597234644084,0.4723512416543784,0.0649890494246924,0.18795006470486125,0.27470964421606825,1.0,ex-ante,13
MFIP,2,true,1996,2,0.5330797329117897,3.4245517104565635,0.4669202670882093,0.06222179876935129,0.18165229940508137,0.28920563473735733,1.0,ex-ante,14
MFIP,2,true,1996,3,0.5378294668351731,3.44780274781268,0.46217053316482726,0.060208191788297144,0.17599255534546504,0.30162871970141075,1.0,ex-ante,15
MFIP,2,true,1997,0,0.5420162091786926,3.4669609043272294,0.45798379082130697,0.058712095445544094,0.1709711898544929,0.3123329238786552,1.0,ex-ante,16
MFIP,2,true,1997,1,0.5457308821110769,3.4829294540302222,0.4542691178889238,0.05757599051860796,0.16654876967828483,0.32160612191418236,1.0,ex-ante,17
MFIP,2,true,1997,2,0.5490444369712928,3.496379161977003,0.4509555630287065,0.0566940663991167,0.16266788498165924,0.32968248559051727,1.0,ex-ante,18
MFIP,2,true,1997,3,0.5520131050595543,3.5078152164863123,0.44798689494044447,0.055994638682279926,0.15926571828349728,0.33675274809377764,1.0,ex-ante,19
MFIP,2,true,1998,0,0.5546821600328415,3.517623028816273,0.4453178399671589,0.05542865010131614,0.1562809157060838,0.34297259422544113,1.0,ex-ante,20
MFIP,2,true,1998,1,0.5570886260994224,3.5261001207031915,0.44291137390057733,0.05496213495404332,0.15365701882722535,0.348469472318154,1.0,ex-ante,21
MFIP,2,true,1998,2,0.5594308500354803,3.533958899121229,0.4405691499645187,0.0545261681273227,0.15125136722638613,0.35365331468177297,1.0,ex-ante,22
MFIP,2,true,1998,3,0.5610331478168212,3.5384789261595375,0.43896685218317877,0.054410233924383086,0.14968427862214229,0.3569386352702958,1.0,ex-ante,23
MFIP,2,false,1994,2,0.48587488275743523,2.853067805026525,0.5141251172425646,0.15484494420597414,0.2253306474975614,0.10569929105389972,1.0,ex-ante,6
MFIP,2,false,1994,3,0.5012791890858327,3.0409232746170263,0.4987208109141674,0.11916587449509625,0.22856348700455015,0.15354982758618627,1.0,ex-ante,7
MFIP,2,false,1995,0,0.5139372461920343,3.173329093218844,0.4860627538079658,0.09571852898777582,0.22439495850537713,0.19382375869888133,1.0,ex-ante,8
MFIP,2,false,1995,1,0.5245204457389018,3.269572730608746,0.4754795542610983,0.08027943636167016,0.21647937698638176,0.2277616323908499,1.0,ex-ante,9
MFIP,2,false,1995,2,0.5335063443430695,3.3413649210404013,0.4664936556569304,0.07006277684147907,0.20702278954177047,0.25642077795982005,1.0,ex-ante,10
MFIP,2,false,1995,3,0.5412381479691963,3.396133535758565,0.45876185203080355,0.06324635516898369,0.19730094506631313,0.28069084773389946,1.0,ex-ante,11
MFIP,2,false,1996,0,0.5479655948987546,3.4387481451254884,0.4520344051012452,0.05864513498147817,0.18800684497970216,0.3013136149375743,1.0,ex-ante,12
MFIP,2,false,1996,1,0.5538730837077217,3.4724887437739382,0.4461269162922781,0.05549123167275971,0.17947822214747355,0.3189036298874885,1.0,ex-ante,13
MFIP,2,false,1996,2,0.5590990535314009,3.4996174678504017,0.44090094646859923,0.05328793240222935,0.1718432431113106,0.3339678780178609,1.0,ex-ante,14
MFIP,2,false,1996,3,0.5637493630813838,3.5217282869739153,0.4362506369186161,0.051713926827647125,0.16511190602329062,0.3469235302304459,1.0,ex-ante,15
MFIP,2,false,1997,0,0.5679065506769212,3.539966840675661,0.4320934493230789,0.05056099961832039,0.15923210991161943,0.3581134411469814,1.0,ex-ante,16
MFIP,2,false,1997,1,0.5716362652863469,3.555171809359415,0.42836373471365286,0.04969373807331956,0.15412315351957243,0.36781937369345524,1.0,ex-ante,17
MFIP,2,false,1997,2,0.5749917527282841,3.5679676725993987,0.42500824727171604,0.0490235867291888,0.14969506573695746,0.3762731002621378,1.0,ex-ante,18
MFIP,2,false,1997,3,0.5780170031116406,3.5788267231422752,0.42198299688835944,0.048492186013960104,0.14585920660294416,0.38366561049473624,1.0,ex-ante,19
MFIP,2,false,1998,0,0.5807489750868644,3.588111278654036,0.41925102491313543,0.0480606878049531,0.14253360600531337,0.3901546812765981,1.0,ex-ante,20
MFIP,2,false,1998,1,0.5832191819721696,3.596102918083474,0.41678081802783046,0.04770290493661678,0.1396452173788312,0.39587105965672154,1.0,ex-ante,21
MFIP,2,false,1998,2,0.5868604267371055,3.605743139133074,0.41313957326289463,0.04714323014941692,0.13664327249156072,0.4030739240961276,1.0,ex-ante,22
MFIP,2,false,1998,3,0.5883005834776778,3.6109678180377416,0.4116994165223224,0.04686616617057815,0.1346867027061992,0.4067477146009003,1.0,ex-ante,23
CTJF,1,false,1996,2,0.5733046038663262,3.04000716976569,0.4266953961336739,0.13208464923530083,0.2676594268420919,0.1735605277889333,1.0,ex-ante,14
